,name,duration_ms,explicit,popularity,artists,album_name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,n_beats,genre,genreEncoded,grouped_genres
13312,Main Aur Tum,225344,False,44,Rono,Main Aur Tum - Single,0.622,0.114,4,-14.821,1.0,0.0609,0.908,1e-06,0.136,0.237,155.794,3.0,569.0,indian,10,0
13313,Awesome God - Live,280600,False,45,Michael W. Smith,Worship,0.215,0.699,4,-9.236,0.0,0.12,0.387,0.0122,0.974,0.147,135.639,4.0,555.0,forro,7,0
13314,Heart up in the Sky,223946,False,23,Old Crow Medicine Show,Best Of,0.473,0.588,2,-7.477,1.0,0.0531,0.661,0.0,0.114,0.948,182.906,4.0,665.0,bluegrass,2,0
13315,Cuando zarpa el amor,212400,False,61,Camela,Diez De Corazon,0.768,0.914,1,-4.134,0.0,0.0517,0.0855,5.22e-06,0.0598,0.698,113.924,4.0,395.0,spanish,17,0
13316,All Shall Suffer for Naught,337545,True,0,Ekwon,"Born in Shroud, Dead in Womb",0.233,0.973,1,-4.197,0.0,0.111,2.78e-05,0.599,0.444,0.0392,114.07,4.0,623.0,iranian,12,2
13317,Tata fatiguée,223350,False,17,Vaudou Game,Tata fatiguée,0.76,0.667,8,-6.134,0.0,0.0536,0.306,0.000189,0.089,0.946,109.774,4.0,404.0,afrobeat,0,0
13318,大人は信じてくれない,211573,False,29,Keyakizaka46,真っ白なものは汚したくなる (Complete Edition),0.442,0.908,2,-3.453,1.0,0.0396,0.0139,9.2e-06,0.279,0.47,134.804,4.0,469.0,j-idol,14,3
13319,Full Tank - Edit,160457,False,22,Ed Solo;Bengal,Full Tank,0.703,0.937,10,-3.531,0.0,0.0786,9.71e-06,0.751,0.243,0.274,174.987,4.0,457.0,breakbeat,4,2
13320,"A Dream Is a Wish Your Heart Makes (From ""Cinderella"")",195238,False,30,Twinkle Twinkle Little Rock Star,Ultimate Disney Lullaby Collection,0.702,0.181,3,-20.588,1.0,0.041,0.912,0.967,0.206,0.25,94.497,3.0,293.0,disney,6,0
13321,La Misma Gran Señora,215480,False,33,Natalia Jiménez,Homenaje a la Gran Señora,0.606,0.819,4,-3.81,1.0,0.042,0.0222,0.0,0.0805,0.699,98.058,4.0,339.0,spanish,17,0
13322,Rainbow Roller-Coaster,296200,False,15,Acoustic Syndicate,Tributaries,0.694,0.558,7,-9.534,1.0,0.0359,0.766,0.0251,0.173,0.58,96.833,4.0,465.0,bluegrass,2,0
13323,O Amanhã,211706,False,51,Detonautas Roque Clube,Detonautas Acústico,0.563,0.562,7,-8.621,0.0,0.0268,0.139,0.0,0.145,0.314,149.984,4.0,528.0,brazil,3,0
13324,Salt Creek,190426,False,21,Norman Blake;Tony Rice,Norman Blake & Tony Rice 2,0.316,0.535,2,-17.184,1.0,0.0334,0.583,0.896,0.104,0.962,130.365,4.0,400.0,bluegrass,2,0
13325,Get Ill,363120,False,15,Ed Rush;Optical;The Scratch Perverts;MC Ryme Tyme,The Original Doctor Shade,0.614,0.971,1,-3.827,0.0,0.172,0.000112,0.0808,0.426,0.741,173.999,4.0,1050.0,industrial,11,3
13326,Never Stop That Feeling 2001 - Video Cut,214333,False,30,Mark 'Oh,90s Charthits,0.694,0.983,1,-5.012,1.0,0.0665,0.145,0.977,0.24,0.519,139.97,4.0,492.0,techno,19,2
13327,Late Hour,138666,False,40,kahlooa station,Late Hour,0.721,0.557,9,-13.489,1.0,0.125,0.328,0.897,0.0796,0.466,90.03,4.0,202.0,study,18,1
13328,Versus,253466,True,23,Area 11,Modern Synthesis,0.511,0.848,8,-6.544,1.0,0.042,0.00577,0.0,0.18,0.384,125.012,4.0,527.0,industrial,11,3
13329,特別的人,259079,False,58,Khalil Fong,危險世界,0.563,0.488,11,-7.314,1.0,0.0349,0.332,0.0,0.187,0.262,139.987,4.0,599.0,mandopop,15,0
13330,Wish Now,232506,False,38,Star Darlings,Wish Now,0.609,0.762,0,-5.118,1.0,0.0592,0.00478,0.0,0.0723,0.607,154.944,4.0,596.0,disney,6,0
13331,Hear Me Out - Extended Mix,445406,False,0,Cosmic Gate;Diana Miro,Black Hole House Music 10-22,0.602,0.916,9,-5.91,0.0,0.0413,0.00277,0.56,0.0864,0.036,122.997,4.0,909.0,techno,19,2
13332,Untenrum rasiert,174935,False,20,Mr. Blaumann,Untenrum rasiert,0.768,0.987,10,-3.674,1.0,0.0819,0.0499,0.0,0.422,0.792,137.994,4.0,399.0,happy,8,3
13333,Time,204068,False,22,Masicka,Time - Single,0.731,0.619,8,-7.233,1.0,0.134,0.123,0.0102,0.107,0.36,126.36,5.0,429.0,j-dance,13,0
13334,Jesus Paid It All,327400,False,49,Passion;Kristian Stanfill,Passion: Everything Glorious,0.317,0.562,11,-8.719,1.0,0.0343,0.0925,0.0,0.893,0.218,76.915,3.0,411.0,iranian,12,2
13335,Harmonia,354000,False,15,Mantra Deva,"Mantra para Limpiar las Malas Energías - Limpieza del Aura, del Espiritu y el Cuerpo",0.177,0.17,3,-30.298,1.0,0.0443,0.971,0.957,0.102,0.243,136.492,3.0,791.0,iranian,12,2
13336,1 Militant,146468,True,16,Chronic Law,1 Militant,0.677,0.752,11,-6.639,1.0,0.154,0.222,0.0,0.0802,0.271,99.995,4.0,242.0,j-dance,13,0
13337,Clementine,207013,False,18,Punch Brothers,The Wireless,0.606,0.129,0,-17.162,1.0,0.0401,0.84,3.83e-06,0.081,0.101,112.699,4.0,377.0,bluegrass,2,0
13338,Imagine,246973,False,35,Fasero,Músicas Calmas para Relaxar: Sons e Música Relaxante para Dormir e Meditaçao de Relaxamento,0.654,0.555,2,-7.189,1.0,0.0353,0.666,0.933,0.0925,0.321,79.985,4.0,323.0,spanish,17,0
13339,Stay Clean,148453,True,0,Jahvillani;Shockk Wayve,Stay Clean,0.768,0.643,1,-5.44,1.0,0.304,0.256,0.0,0.0875,0.632,97.228,4.0,227.0,j-dance,13,0
13340,Lightfall,198388,False,0,Spuntic,Foundation,0.0849,0.177,6,-27.363,1.0,0.0482,0.752,0.92,0.112,0.0455,85.435,4.0,363.0,iranian,12,2
13341,Which one/吉田朱里 太田夢莉 渋谷凪咲 村瀬紗英 植村梓,253587,False,17,NMB48,ワロタピーポー (通常盤Type-D),0.661,0.786,7,-3.428,1.0,0.0401,0.0548,0.0,0.443,0.61,130.866,4.0,550.0,j-idol,14,3
13342,Preparados,218240,False,23,Rogério Samora;Jim Cummings;Cucha Cavalheiro;Adriano Luz,The Lion King: Special Edition Original Soundtrack,0.606,0.542,9,-11.154,0.0,0.0892,0.125,1.54e-05,0.154,0.342,121.794,4.0,431.0,disney,6,0
13343,溫蒂公主的侍衛 (三立/台視戲劇《天巡者》插曲),257851,False,49,告五人,運氣來得若有似無,0.569,0.507,8,-5.694,1.0,0.0329,0.0156,7.37e-05,0.0905,0.133,110.009,4.0,454.0,mandopop,15,0
13344,"Bulleya (From ""Ae Dil Hai Mushkil"") - Reprise",348965,False,49,Pritam;Arijit Singh;Shilpa Rao,Yours Truly Arijit,0.533,0.787,2,-4.395,1.0,0.0416,0.496,0.0,0.112,0.634,87.055,4.0,496.0,indian,10,0
13345,Que Mal Te Fiz Eu,241946,False,1,Edson Lima e Gatinha Manhosa,20 Grandes Sucessos: A Voz de Quem Te Ama,0.589,0.865,0,-5.704,1.0,0.0305,0.358,0.0,0.119,0.543,146.046,4.0,583.0,forro,7,0
13346,Cold Reflection,273093,False,0,Kahtmayan,Virtual existence,0.282,0.948,9,-4.907,1.0,0.262,0.000988,0.759,0.0898,0.126,165.908,4.0,723.0,iranian,12,2
13347,Everytime We Touch - Radio Edit,199120,False,65,Cascada,Original Me,0.64,0.977,8,-5.369,1.0,0.0555,0.00461,1.68e-05,0.371,0.493,142.019,4.0,459.0,techno,19,2
13348,對的時間點,242613,False,0,JJ Lin,對的時間點,0.394,0.493,1,-7.23,1.0,0.0307,0.65,0.0,0.0857,0.238,82.344,4.0,328.0,mandopop,15,0
13349,Avareza (Santa Maria) - Acústico,195428,False,47,Xamã;Bagua Records;Gustah;Irineu Barsé,Acústico Cancún,0.58,0.496,6,-7.995,0.0,0.362,0.646,0.0,0.109,0.61,139.953,4.0,415.0,brazil,3,0
13350,Face of Death,125000,True,18,I AM,Life Through Torment,0.236,0.962,11,-5.76,1.0,0.128,3.59e-06,0.0486,0.507,0.42,95.121,4.0,194.0,black-metal,1,2
13351,Stevnemøte med Satan,269123,True,19,Kvelertak,Splid,0.413,0.962,2,-6.793,1.0,0.0647,4.93e-06,0.876,0.866,0.336,140.042,4.0,615.0,black-metal,1,2
13352,"Mira, Mira, Mira (Yummy, Yummy)",187866,False,32,Magneto,La Historia De Magneto,0.761,0.718,2,-10.947,1.0,0.0372,0.00768,1.5e-05,0.106,0.969,131.028,4.0,397.0,spanish,17,0
13353,The Fool - Orchestral Version,246360,False,22,Fleshgod Apocalypse,King,0.293,0.455,7,-11.947,1.0,0.0398,0.742,0.904,0.106,0.285,114.971,4.0,420.0,black-metal,1,2
13354,Metal Claws,391254,False,8,Tineidae,Exo,0.163,0.322,9,-16.863,1.0,0.0537,0.115,0.935,0.0594,0.0591,88.513,1.0,571.0,idm,9,2
13355,EG-ENERGY,299706,False,19,E-girls,E-girls,0.679,0.937,1,-4.117,1.0,0.0612,0.11,1.77e-05,0.364,0.397,124.02,4.0,602.0,j-idol,14,3
13356,Meu Vaqueiro Meu Peão,192804,False,38,Mastruz Com Leite,Só pra Xamegar,0.548,0.877,2,-5.736,1.0,0.0382,0.452,2.5e-06,0.65,0.936,99.271,4.0,316.0,forro,7,0
13357,サードマン,264920,False,21,Sayaka Yamamoto,identity,0.528,0.638,2,-3.377,1.0,0.0276,0.118,1.16e-05,0.114,0.224,93.036,4.0,402.0,j-idol,14,3
13358,Left Back - Remix,180413,True,53,Ronzo;COMFY,Left Back (Remix),0.904,0.654,11,-9.292,1.0,0.345,0.468,0.0,0.0617,0.805,144.966,4.0,423.0,study,18,1
13359,new trees,110704,False,30,vibe academy,frozen grapes,0.738,0.474,4,-8.514,1.0,0.0493,0.746,0.785,0.341,0.235,142.022,4.0,248.0,study,18,1
13360,Stars,379561,False,35,Yosi Horikawa,Vapor,0.34,0.479,0,-13.855,1.0,0.0382,0.783,0.862,0.0789,0.0427,139.972,4.0,879.0,idm,9,2
13361,Sinner Winner - Let's Be Friends Remix,348000,False,12,Felix Da Housecat,Sinner Winner (Let's Be Friends Remix),0.642,0.992,9,-1.859,1.0,0.122,0.000242,0.162,0.196,0.303,119.968,4.0,691.0,chicago-house,5,2
13362,District Six - Live,527506,False,0,Hugh Masekela,Africa Rising Vol.1,0.778,0.711,7,-11.367,1.0,0.0643,0.352,0.0473,0.969,0.858,108.127,4.0,953.0,afrobeat,0,0
13363,プリズム,238666,False,47,AmPm;みゆな,プリズム,0.63,0.538,6,-7.059,1.0,0.0318,0.0871,0.0,0.0952,0.238,98.012,4.0,384.0,j-dance,13,0
13364,Raincoat,124235,False,31,Ensidya,Raincoat,0.713,0.384,2,-14.653,1.0,0.0536,0.781,0.863,0.376,0.504,84.98,4.0,175.0,study,18,1
13365,Alt,133073,False,0,Dj Promo,Hiplife,0.513,0.935,10,-0.181,1.0,0.0374,0.648,0.537,0.401,0.262,80.038,4.0,177.0,happy,8,3
13366,The Long Way,241983,False,29,Avanti Nagral,The Long Way,0.709,0.575,0,-6.513,1.0,0.118,0.163,0.0,0.118,0.4,121.079,4.0,484.0,indian,10,0
13367,I'm Not Gonna Teach Your Boyfriend How to Dance with You,217733,False,34,Black Kids,Partie Traumatic,0.477,0.938,0,-4.055,1.0,0.0478,0.000312,0.0,0.361,0.745,125.253,4.0,440.0,j-dance,13,0
13368,Tranceball - Coone's Dirty Workz Remix,360024,False,18,Tranceball,Tranceball,0.744,0.813,0,-5.908,1.0,0.0756,0.0185,0.526,0.101,0.445,145.001,4.0,869.0,j-dance,13,0
13369,Black,250666,True,24,Sevendust,Best Of (Chapter One 1997-2004),0.564,0.976,6,-3.562,1.0,0.0592,8.83e-06,0.247,0.0868,0.642,107.995,4.0,447.0,industrial,11,3
13370,Cool Love 3,37702,False,18,Los Amigos Invisibles,Cool Love,0.549,0.489,4,-13.621,0.0,0.0458,0.35,0.926,0.122,0.648,77.593,1.0,48.0,afrobeat,0,0
13371,Jenny From The Block - Redo Version,138320,False,31,Kidz Bop Kids,KIDZ BOP All-Time Greatest Hits,0.739,0.887,9,-5.695,1.0,0.0504,0.0446,3.91e-06,0.299,0.978,100.021,4.0,227.0,disney,6,0
13372,Bloody Well Right (From Disney's 'Cruella'),102592,False,2,Tranquility Piano,Bloody Well Right (From Disney's 'Cruella'),0.464,0.0505,3,-25.482,1.0,0.0406,0.967,0.94,0.0964,0.144,80.928,4.0,133.0,disney,6,0
13373,What You Are,207516,False,23,Sevendust,Blood & Stone (Deluxe),0.468,0.92,2,-5.71,1.0,0.142,3.4e-05,1.25e-06,0.385,0.327,109.994,4.0,381.0,industrial,11,3
13374,Waidmanns Heil,212800,False,67,Rammstein,Liebe ist für alle da (Special Edition),0.578,0.969,9,-3.894,1.0,0.0317,0.00113,0.0234,0.0579,0.684,104.999,4.0,364.0,industrial,11,3
13375,おかし,562066,False,11,Rei Harakami,わすれもの,0.525,0.774,8,-9.844,1.0,0.0609,0.331,0.909,0.14,0.707,170.892,4.0,1590.0,idm,9,2
13376,Outer Acid,396971,False,6,Mr. Fingers,Outer Acid EP,0.806,0.936,4,-10.42,0.0,0.049,0.346,0.936,0.0745,0.806,117.027,4.0,770.0,chicago-house,5,2
13377,"Sei Vergnügt, Sing ein Lied!",264533,False,27,Alexandra Wilcke,Schneewittchen und die Sieben Zwerge (Deutscher Original Film-Soundtrack),0.437,0.171,10,-15.046,1.0,0.0447,0.941,1.71e-06,0.254,0.4,80.209,3.0,348.0,disney,6,0
13378,Dancin (feat. Luvli) - Danny Avila & Jumpa Remix,193024,False,35,Aaron Smith;Danny Avila;Jumpa;Luvli,Dancin (feat. Luvli) [Danny Avila & Jumpa Remix],0.686,0.875,1,-3.705,1.0,0.0784,0.0327,0.000118,0.279,0.499,125.001,4.0,393.0,chicago-house,5,2
13379,Siempre Brilla El Sol,219066,False,56,Lori Meyers,En La Espiral,0.484,0.711,8,-5.172,0.0,0.0331,0.062,0.00358,0.106,0.715,171.939,4.0,621.0,spanish,17,0
13380,Reign feat. Skepta,164813,False,14,Team Shadetek;High Priest,Pale Fire,0.477,0.813,8,-5.41,1.0,0.399,0.294,0.0,0.658,0.519,91.078,5.0,246.0,idm,9,2
13381,Agua Santa,247320,False,23,Ocote Soul Sounds,Taurus,0.718,0.872,9,-5.572,0.0,0.0486,0.397,0.531,0.111,0.949,164.013,4.0,676.0,afrobeat,0,0
13382,Sonata for Viola & Piano: I. —,208185,False,0,Alireza Mashayekhi;Kimia Hesabi;Ying-Shan Su,Nemāno Gaona,0.245,0.0297,7,-21.606,1.0,0.0509,0.877,0.044,0.328,0.0556,169.597,3.0,588.0,iranian,12,2
13383,The Fox - Live From The Freight And Salvage/2000,559520,False,20,Nickel Creek,Reason's Why (The Very Best),0.524,0.531,9,-11.767,1.0,0.046,0.805,0.0281,0.963,0.799,134.461,4.0,1249.0,bluegrass,2,0
13384,還是會寂寞,272293,False,50,Cheer Chen,還是會寂寞,0.629,0.528,6,-7.698,1.0,0.0347,0.8,0.000656,0.122,0.483,149.909,4.0,666.0,mandopop,15,0
13385,Eleva,187570,False,45,Big Up,Uni-Versos,0.736,0.665,0,-6.427,1.0,0.0487,0.0466,0.0,0.164,0.563,94.981,4.0,294.0,brazil,3,0
13386,Shifter (feat. MC Chickaboo),335093,False,38,Timo Maas;MC Chickaboo,Loud (Eastwest Release),0.855,0.844,5,-7.351,1.0,0.0776,0.0137,0.484,0.145,0.8,130.008,4.0,718.0,breakbeat,4,2
13387,On the Border,251186,False,22,The New Mastersounds,Breaks from the Border,0.78,0.934,11,-4.843,1.0,0.0426,0.118,0.738,0.0588,0.879,102.038,4.0,420.0,afrobeat,0,0
13388,Puls Trupa,297188,True,18,Truchło Strzygi,Nad Którymi Nie Czuwa Żaden Stróż,0.153,0.907,6,-7.116,1.0,0.0816,0.000154,0.00625,0.292,0.08,145.796,4.0,721.0,black-metal,1,2
13389,Running High,381639,False,17,Khainz,Running High,0.771,0.809,11,-6.476,0.0,0.0523,7.58e-05,0.851,0.103,0.0382,121.995,4.0,769.0,techno,19,2
13390,Loopable Rain Shower for Sleep,214517,False,33,"Kundalini: Yoga, Meditation, Relaxation",18 Yoga and Meditation Nature Sounds - Peaceful and Ambient,0.0976,0.93,1,-23.162,1.0,0.0552,0.096,0.972,0.917,0.0304,68.624,4.0,371.0,sleep,16,1
13391,Tou Embrasado,175716,False,54,Josué Bom de Faixa,O Bom de Faixa,0.683,0.887,8,-5.147,1.0,0.0321,0.707,0.0,0.281,0.891,148.799,4.0,431.0,forro,7,0
13392,Wir sind wir (Partystyle Après Ski Version),201867,False,26,Frenzy;Mia Julia,Wir sind wir (Partystyle Après Ski Version),0.688,0.942,1,-2.911,1.0,0.0816,0.0556,0.0,0.166,0.811,138.01,4.0,446.0,happy,8,3
13393,Fire Fi Fire,173397,True,18,Chronic Law,Fire Fi Fire,0.596,0.587,1,-7.478,1.0,0.298,0.655,8.05e-05,0.243,0.408,102.564,4.0,299.0,j-dance,13,0
13394,Pop That Middle,258986,False,35,Theodis Ealey,I'm the Man You Need,0.801,0.583,1,-6.7,0.0,0.0535,0.00921,0.00711,0.17,0.666,102.008,4.0,434.0,bluegrass,2,0
13395,Der Morgenmuffel,140560,False,28,Rolf Zuckowski,Rolfs fröhlicher Familientag,0.549,0.518,9,-8.313,1.0,0.0445,0.377,0.0,0.185,0.587,118.741,4.0,272.0,disney,6,0
13396,Criado Mudou,127960,False,23,BaianaSystem,Oxeaxeexu,0.549,0.704,4,-7.025,1.0,0.0399,0.58,0.0222,0.13,0.112,133.986,4.0,283.0,afrobeat,0,0
13397,Ojo Mojado Cerrado,106000,False,28,Dormida: Por Daniela;Sonidos De Lluvia y Tormentas,Suena Una Hora de Calma Lluvia,0.196,0.116,3,-31.417,1.0,0.0377,0.859,0.956,0.106,0.102,49.126,4.0,86.0,forro,7,0
13398,Micro Tuning,430653,False,0,Ata Ebtekar,Persian Electronic Music Yesterday And Today1966-2006,0.558,0.965,2,-7.751,0.0,0.531,0.763,0.836,0.277,0.16,97.875,4.0,751.0,iranian,12,2
13399,Ulayaw,188000,False,58,Elise Ryen,Ulayaw,0.138,0.0283,5,-33.075,0.0,0.0399,0.977,0.982,0.0882,0.0493,84.676,1.0,263.0,sleep,16,1
13400,Puff Puff Pass - Original Mix,208615,False,17,Keith Mackenzie;DJ Fixx,Puff Puff Pass,0.706,0.803,11,-6.009,0.0,0.0855,0.00342,0.293,0.041,0.783,130.06,4.0,447.0,breakbeat,4,2
13401,Green Light,247542,False,12,Ed Solo;Darrison,Don't Stop,0.798,0.737,10,-5.343,0.0,0.205,0.00167,2.42e-05,0.137,0.707,175.057,4.0,717.0,breakbeat,4,2
13402,Home Again,202240,False,21,Menahan Street Band,Make the Road By Walking,0.587,0.732,5,-8.097,1.0,0.0317,0.055,0.924,0.247,0.747,96.848,4.0,322.0,afrobeat,0,0
13403,Uma vida só - Ao vivo,235864,False,46,O Rappa,O Rappa - Acústico Oficina Francisco Brennand (Deluxe) [Ao Vivo],0.46,0.898,5,-4.922,0.0,0.0412,0.0112,0.00108,0.649,0.746,92.148,4.0,359.0,brazil,3,0
13404,Verão e Primavera - Ao Vivo,217991,False,41,Taty Girl,"Baú da Taty Girl, Pt. 1 (Ao Vivo)",0.537,0.923,11,-3.39,1.0,0.136,0.0513,0.0,0.128,0.576,92.28,4.0,332.0,forro,7,0
13405,Me Deixe Aqui,277692,False,47,Weslei Santos,Unplugged,0.583,0.217,4,-15.357,1.0,0.0404,0.859,7.47e-05,0.104,0.261,77.805,4.0,356.0,brazil,3,0
13406,Agoya,306733,False,27,The Souljazz Orchestra,Inner Fire,0.739,0.88,7,-5.531,1.0,0.0723,0.59,0.811,0.198,0.783,115.967,4.0,582.0,afrobeat,0,0
13407,Agente Russo,311453,False,32,Nomade Orquestra;Russo Passapusso,"Vox Populi, Vol. 1",0.724,0.902,7,-6.758,1.0,0.0322,0.102,0.000205,0.386,0.385,122.023,4.0,630.0,afrobeat,0,0
13408,S.O.S,229173,False,20,Macaco,Rumbo Submarino,0.708,0.784,9,-4.524,1.0,0.188,0.306,0.0,0.108,0.639,90.269,4.0,340.0,spanish,17,0
13409,Reborn,188000,False,19,Hypocrisy,The Fourth Dimension / Maximum Abduction,0.315,0.948,8,-7.621,1.0,0.102,9.69e-05,0.198,0.326,0.318,113.139,4.0,347.0,black-metal,1,2
13410,Alfazema,199095,False,36,BaianaSystem;Nação Zumbi,Alfazema,0.677,0.929,5,-6.017,0.0,0.0418,0.309,0.00129,0.318,0.709,129.996,4.0,422.0,afrobeat,0,0
13411,Put It Pon Mi,212480,True,0,Jahshii;Moonskull;Harlem Richard$;DJ Hella HIGH,Put It Pon Mi,0.865,0.513,9,-8.477,0.0,0.0713,0.176,3.81e-05,0.066,0.564,104.998,4.0,368.0,j-dance,13,0
13412,Mr.East loves mom - 2021 Remastered,238000,False,8,arai tasuku,Sin of Children: re,0.189,0.532,7,-9.1,1.0,0.0691,0.405,0.874,0.0964,0.106,109.482,3.0,342.0,idm,9,2
13413,1979 (On A Snowy February Day),261841,False,8,Deru,1979: Remixed,0.163,0.119,2,-19.309,0.0,0.0403,0.926,0.91,0.539,0.0376,134.917,4.0,587.0,idm,9,2
13414,Duck Tales Theme - From “Duck Tales“,173680,False,51,The Disney Afternoon Studio Chorus,The Disney Afternoon,0.708,0.492,6,-13.002,0.0,0.101,0.231,0.0,0.0821,0.861,174.778,4.0,493.0,disney,6,0
13415,Lll - Ben Böhmer Remix,392404,False,42,Stephan Bodzin;Ben Böhmer,Boavista Remixes,0.57,0.681,8,-11.716,0.0,0.0365,0.33,0.862,0.108,0.25,124.002,4.0,801.0,techno,19,2
13416,Garota de Programa,252995,False,43,Bonde do Forró,"É Amor Demais, Vol. 3",0.733,0.664,10,-6.49,0.0,0.0285,0.56,1.5e-06,0.121,0.67,126.934,4.0,535.0,forro,7,0
13417,まさかシンガポール,287093,False,25,NMB48,難波愛~今、思うこと~ (通常盤),0.448,0.955,8,-2.437,1.0,0.0543,0.67,1.29e-06,0.225,0.789,158.031,4.0,749.0,j-idol,14,3
13418,Muskurane - Lofi Flip,210480,False,53,KSW;Arijit Singh,Muskurane (Lofi Flip),0.62,0.312,11,-13.338,0.0,0.0301,0.465,0.125,0.208,0.262,101.978,4.0,355.0,indian,10,0
13419,ツヨクツヨク -ZZ ver.-,230600,False,30,Momoiro Clover Z,ZZ's,0.61,0.953,9,-1.712,1.0,0.152,0.0305,5.72e-05,0.33,0.734,137.987,4.0,508.0,j-idol,14,3
13420,Verte Ganar,221706,False,21,Blanco Palamera,Verte Ganar,0.79,0.587,6,-5.964,1.0,0.0617,0.354,0.769,0.0776,0.571,107.031,4.0,391.0,spanish,17,0
13421,Hagrid,208208,False,5,Shade k,Hagrid,0.69,0.893,4,-6.437,0.0,0.0378,0.00316,0.447,0.111,0.763,127.971,4.0,442.0,breakbeat,4,2
13422,My Little Ebonie,293221,False,9,Glenn Underground,Black Resurrection,0.76,0.64,8,-9.455,0.0,0.0554,0.0551,0.827,0.088,0.504,106.8,4.0,522.0,chicago-house,5,2
13423,i wish it would never stop snowing,196500,False,50,Sleepy Fish,Chillhop Essentials Spring 2019,0.803,0.165,4,-14.07,1.0,0.0492,0.0372,0.832,0.0927,0.419,126.952,4.0,410.0,sleep,16,1
13424,Vem que Tá Mara,167826,False,44,Forró Ideal,Vem que Tá Mara,0.768,0.895,4,-3.455,0.0,0.0459,0.312,4.81e-05,0.292,0.961,154.985,4.0,431.0,forro,7,0
13425,Língua Felina,180480,False,12,Criolo,Espiral de Ilusão - Deluxe Edition,0.77,0.797,0,-4.778,1.0,0.0345,0.555,0.000122,0.0928,0.964,96.879,4.0,281.0,afrobeat,0,0
13426,Ranjha Anbashte Bishomar,60107,False,0,Najand,Spectre of Revolution,0.163,0.815,1,-1.066,0.0,0.084,0.106,0.632,0.219,0.167,128.107,4.0,127.0,iranian,12,2
13427,Como un burro amarrado en la puerta del baile - 2008 Remastered Version,218160,False,60,El Último De La Fila,"Las 100 mejores canciones del Pop Español, Vol. 3",0.651,0.873,7,-4.719,1.0,0.0367,0.075,0.0,0.19,0.868,82.655,4.0,292.0,spanish,17,0
13428,Herzzatzz,368388,False,9,Bola,D.E.G,0.77,0.682,11,-8.708,0.0,0.124,0.22,0.859,0.109,0.336,146.005,4.0,876.0,idm,9,2
13429,180 Grad,272986,False,28,Michael Wendler,Maximal 2,0.802,0.789,0,-4.38,1.0,0.0547,0.0748,0.0177,0.0473,0.835,130.023,4.0,585.0,happy,8,3
13430,Dark Planet,512640,False,41,Boris Brejcha,Feuerfalter Special Edition,0.844,0.52,7,-9.748,1.0,0.0518,0.00139,0.747,0.0941,0.197,124.993,3.0,1065.0,techno,19,2
13431,Las cosas pequeñitas,277546,False,63,Nolasco,Como te dé la gana,0.805,0.719,7,-6.182,1.0,0.0415,0.638,0.0,0.068,0.743,95.508,4.0,429.0,spanish,17,0
13432,The Jaunt,190680,False,0,The Poets Of Rhythm,Discern / Define,0.739,0.58,5,-6.879,1.0,0.0669,0.173,0.811,0.0761,0.626,108.304,4.0,335.0,afrobeat,0,0
13433,届かなそうで届くもの,237200,False,20,NMB48,世界の中心は大阪や~なんば自治区~ (劇場盤),0.485,0.943,4,-4.496,1.0,0.0427,0.0913,0.0,0.237,0.872,172.12,4.0,652.0,j-idol,14,3
13434,KING BITCH,183293,False,44,QUEEN BEE,KING BITCH,0.707,0.804,4,-4.155,0.0,0.0925,0.0166,0.0,0.446,0.571,97.002,4.0,292.0,j-dance,13,0
13435,Qwazars,340974,False,9,Mr. Fingers,Cerebral Hemispheres,0.772,0.531,11,-15.692,0.0,0.0454,0.338,0.852,0.121,0.103,120.015,4.0,679.0,chicago-house,5,2
13436,Tu Calorro,190626,False,69,Estopa,Estopa,0.713,0.768,0,-9.115,1.0,0.0662,0.229,0.0,0.447,0.962,88.012,4.0,271.0,spanish,17,0
13437,オヤスミのくちづけ,255400,False,23,Ryuji Imaichi,CHAOS CITY,0.54,0.483,7,-7.844,1.0,0.0365,0.515,0.0,0.186,0.278,145.901,4.0,611.0,j-dance,13,0
13438,She's So D*mn Cool,171600,False,13,Felix Da Housecat,Devin Dazzle & The Neon Fever,0.769,0.566,5,-9.81,0.0,0.0348,0.271,0.849,0.235,0.921,120.009,4.0,342.0,chicago-house,5,2
13439,Don't Be Afraid,198573,False,21,Stereomud,Perfect Self,0.575,0.974,10,-4.148,0.0,0.0573,0.00106,0.000615,0.181,0.509,98.844,4.0,328.0,industrial,11,3
13440,Crossing,513817,False,0,Tegh,Night Scenes,0.131,0.422,8,-12.069,1.0,0.0413,0.0419,0.86,0.159,0.0331,77.571,3.0,644.0,iranian,12,2
13441,I Sold My Heart to the Junkman,301059,False,21,Orgone;Cyril Neville,I Sold My Heart to the Junkman,0.534,0.672,5,-7.066,0.0,0.0477,0.00784,0.000598,0.156,0.819,102.071,4.0,507.0,afrobeat,0,0
13442,The Death of Love,433706,False,43,Cradle Of Filth,Godspeed On The Devil's Thunder,0.555,0.959,2,-4.212,0.0,0.0403,0.000974,0.00339,0.39,0.396,109.968,4.0,791.0,black-metal,1,2
13443,Aisi Raaton,218930,False,58,Anupam Roy,Aisi Raaton,0.517,0.443,9,-8.946,1.0,0.0529,0.88,0.000141,0.0989,0.538,176.035,4.0,635.0,indian,10,0
