name,duration_ms,explicit,popularity,artists,album_name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,n_beats,genre
What Is Home Without Love?,215923,False,19,Doc Watson;David Grisman,Doc & Dawg,0.467,0.194,7,-14.836,1.0,0.033,0.951,0.000224,0.106,0.501,143.915,3.0,518.0,bluegrass
無人之境,221066,False,19,Eason Chan,我最喜愛的Eric Kwok作品展,0.535,0.564,2,-7.224,1.0,0.0394,0.361,0.0,0.119,0.278,123.892,4.0,439.0,mandopop
Emerald,132117,False,21,"Sarah, the Illstrumentalist",Pocket Full of Crystals: Vol 2,0.672,0.452,11,-9.667,1.0,0.0339,0.888,0.913,0.108,0.237,89.008,4.0,194.0,study
Phasing Shadows,393066,False,1,Saba Alizadeh;Andreas Spechtl,I May Never See You Again,0.108,0.553,8,-12.463,1.0,0.0828,0.177,0.468,0.322,0.0369,76.403,4.0,569.0,iranian
Strawberry Time (オリジナル・カラオケ),241053,False,30,Seiko Matsuda,Strawberry Time,0.613,0.88,10,-7.322,0.0,0.0278,0.0588,0.876,0.34,0.625,133.059,4.0,519.0,techno
Stuck on Your Mind - Audiotree Live Version,257987,False,25,Horseshoes & Hand Grenades,Horseshoes & Hand Grenades on Audiotree Live - EP,0.422,0.646,11,-7.281,0.0,0.0374,0.204,1.75e-05,0.255,0.678,138.465,4.0,595.0,bluegrass
右向け右,203654,False,24,Banty Foot;NEO HERO,#CCC,0.695,0.764,10,-4.634,1.0,0.11,0.407,0.0,0.0763,0.921,92.005,4.0,304.0,j-dance
Spank My Booty (Reprise) - Remastered,231160,True,20,Lords Of Acid,Our Little Secret (Special Remastered Band Edition),0.799,0.882,7,-3.597,1.0,0.146,0.00357,8.12e-05,0.0638,0.764,135.891,4.0,519.0,industrial
Thick & Thin,393133,False,6,Ten City,No House Big Enough,0.822,0.746,6,-11.951,1.0,0.0822,5.39e-05,0.325,0.0346,0.589,122.754,4.0,802.0,chicago-house
Slave of this Soil,252425,False,0,Beshenitar,The Great Wound of History,0.316,0.73,3,-10.557,1.0,0.0334,0.672,0.848,0.139,0.132,99.95,4.0,412.0,iranian
Doomsday,193693,False,45,Overseer,Wreckage,0.66,0.812,2,-7.645,1.0,0.0813,0.00346,0.00232,0.341,0.785,155.01,4.0,488.0,breakbeat
Me Gusta Que Me Pegues,152600,False,25,Los Punsetes,LPIV,0.377,0.956,2,-3.677,1.0,0.106,0.000112,0.766,0.154,0.58,156.778,4.0,393.0,spanish
黑色幽默,280493,False,51,Jay Chou,杰倫,0.603,0.292,10,-7.622,1.0,0.0282,0.406,0.0,0.136,0.231,127.905,4.0,591.0,mandopop
Twilight Breath of Satan,299560,True,17,Sargeist,Let the Devil In,0.192,0.946,7,-6.676,0.0,0.0634,3.88e-06,0.806,0.241,0.319,89.965,4.0,450.0,black-metal
Faith Healer,284493,False,22,Blaqk Audio,Bright Black Heaven,0.702,0.83,9,-4.756,0.0,0.0419,0.128,0.000101,0.0908,0.665,100.026,4.0,469.0,industrial
Fais Do Do,77866,False,30,The Wiggles,Yummy Yummy,0.392,0.342,7,-8.768,1.0,0.0319,0.383,0.0,0.151,0.78,153.153,3.0,188.0,disney
Please Pardon Yourself,248586,False,29,The Avett Brothers,Mignonette,0.328,0.689,9,-6.565,1.0,0.031,0.305,0.0489,0.327,0.645,181.33,4.0,737.0,bluegrass
Sonata for Viola & Piano: III. —,157296,False,0,Alireza Mashayekhi;Kimia Hesabi;Ying-Shan Su,Nemāno Gaona,0.354,0.11,2,-17.386,1.0,0.0533,0.938,0.853,0.0482,0.0364,129.304,1.0,372.0,iranian
Rani mehlan di X ik pal chain,129600,False,36,Jaigo Gill,Rani mehlan di X ik pal chain,0.5,0.214,6,-14.635,1.0,0.079,0.859,0.0,0.124,0.401,74.85,4.0,160.0,indian
Ka Karoon Sajni Guitar,270759,False,35,Sunil Ganguly,Sunil Ganguly Guitar,0.452,0.396,7,-13.577,0.0,0.0321,0.811,1.12e-05,0.15,0.437,113.544,4.0,495.0,indian
No hay ni un corazón que valga la pena,236360,False,37,Miguel Bosé,Lo Mejor De Bosé,0.711,0.681,5,-7.128,1.0,0.0633,0.337,0.0,0.166,0.802,77.002,4.0,293.0,spanish
Guitara,155000,False,2,Timothy Infinite,Dia de Playa,0.846,0.681,10,-4.462,1.0,0.0547,0.45,0.912,0.0953,0.557,95.984,4.0,244.0,study
Diamant,154298,False,59,Rammstein,Rammstein,0.347,0.272,0,-11.841,0.0,0.0375,0.813,2.37e-05,0.102,0.122,140.506,4.0,344.0,industrial
Take My Time,300973,False,20,Breakestra;Choklate,Stand up,0.641,0.884,7,-5.472,1.0,0.0602,0.0567,0.0,0.0219,0.883,104.962,4.0,516.0,afrobeat
Friendzoned (feat. Mixie Moon & MC Offside),248167,False,44,S3RL;Mixie Moon;Mc Offside,Friendzoned (feat. Mixie Moon & MC Offside),0.546,0.99,7,-1.706,1.0,0.0598,0.000602,0.0277,0.327,0.319,175.043,4.0,710.0,happy
ねぇ、ねぶって,202972,False,20,Maharajan,いいことがしたい,0.374,0.806,8,-5.58,1.0,0.147,0.000845,7.95e-05,0.0457,0.875,173.584,4.0,577.0,j-dance
Il posto dove si nasconde,223893,False,23,Serena Rossi,Il ritorno di Mary Poppins (Colonna Sonora Originale),0.332,0.076,9,-17.963,1.0,0.0448,0.976,8.87e-05,0.0928,0.306,74.073,4.0,274.0,disney
Floyd,339947,False,42,Avoure,U,0.756,0.722,4,-8.141,0.0,0.0622,0.476,0.933,0.113,0.128,119.991,4.0,676.0,techno
I Like It - Kenny Smoove Remix,261266,False,13,Jomanda;Kenny Smoove,Nubia Soul,0.81,0.545,9,-12.579,0.0,0.0477,0.11,0.00318,0.246,0.726,95.31,4.0,412.0,chicago-house
dreamfield,120000,False,21,Jarhed,apollo,0.657,0.301,6,-13.093,0.0,0.0433,0.496,0.9,0.126,0.218,80.002,4.0,159.0,study
Ivory and Coal,211074,True,4,Kyson,Lucky Notes,0.316,0.27,9,-13.203,1.0,0.0318,0.906,0.229,0.361,0.112,82.657,4.0,280.0,idm
It's Allright,411213,False,0,Sterling Void;Paris Brightledge,House Classics III (Presented by Harley&muscle),0.68,0.746,9,-8.989,1.0,0.0391,0.00626,0.000214,0.297,0.686,120.323,4.0,819.0,chicago-house
My Heart Is Yours - Radio Version,248053,False,41,Passion;Kristian Stanfill,Passion: Take It All (Live/Deluxe Edition),0.374,0.829,9,-3.49,1.0,0.0365,0.13,0.0,0.141,0.228,143.972,4.0,588.0,brazil
Rubai 40,167000,False,0,Kiawasch Sahebnassagh;Amirhosein Allah Yari,Forty Poems To Kharaghan,0.287,0.186,0,-13.963,1.0,0.0342,0.916,0.0329,0.166,0.532,58.628,5.0,158.0,iranian
Alice (Não me escreva aquela carta de amor),188506,False,1,Kid Abelha,Só as Melhores do Pop Rock Brasileiro,0.585,0.7,11,-8.591,0.0,0.0847,0.085,0.245,0.103,0.951,177.588,4.0,543.0,brazil
Meter Bier,172026,False,17,PartyfrieX,Partyfreak,0.686,0.933,7,-6.056,1.0,0.0763,0.0887,0.0,0.296,0.913,163.038,4.0,457.0,happy
Rotina,227506,False,46,Desejo De Menina,"Moldura, Vol. 3",0.572,0.793,5,-3.998,1.0,0.0316,0.391,5.03e-06,0.302,0.756,159.849,4.0,598.0,forro
BLOT! - Ruminate,411428,False,15,BLOT!,BLOT! - Ruminate,0.8,0.8,9,-7.895,1.0,0.0388,0.00384,0.786,0.0694,0.719,105.004,4.0,714.0,techno
Incessant - IMANU Remix,217710,False,33,Noisia;IMANU,The Resonance I,0.622,0.954,8,-0.933,1.0,0.0654,0.0147,0.834,0.15,0.474,172.029,4.0,614.0,breakbeat
Hw4 (Halb Mensch Halb Tier),164744,False,22,Kreisligalegende,Hw4 (Halb Mensch Halb Tier),0.653,0.948,9,-2.954,1.0,0.16,0.00517,0.0,0.378,0.869,132.046,4.0,356.0,happy
Palm Sunday,141173,False,26,Jerry Garcia Band;Jerry Garcia,Cats Under the Stars (Expanded),0.481,0.219,0,-12.091,1.0,0.037,0.693,0.000494,0.322,0.165,76.44,4.0,173.0,bluegrass
Lamhe,199500,False,44,Raghav Chaitanya,Lamhe,0.374,0.255,5,-14.045,1.0,0.0345,0.804,0.0,0.105,0.41,98.231,4.0,348.0,indian
Como Que Ocê Pôde Abandoná Eu?,166922,False,44,Pedra Leticia,Pedra Leticia,0.856,0.552,0,-7.685,1.0,0.138,0.221,0.0,0.39,0.922,104.978,4.0,290.0,brazil
Party - Video Mix,212813,False,13,Charly Lownoise & Mental Theo,The Best Of Charly Lownoise & Mental Theo - 25 Years Anniversary,0.559,0.987,1,-4.69,1.0,0.151,0.123,0.000317,0.249,0.593,180.048,4.0,635.0,happy
Kissing Things,148613,False,16,The 6ths;Sarah Cracknel,Hyacinths and Thistles,0.799,0.23,0,-13.041,1.0,0.0447,0.916,0.00538,0.431,0.698,106.853,4.0,258.0,techno
La Última Canción,184748,False,76,Rels B,LA ISLA LP,0.793,0.605,1,-4.952,0.0,0.119,0.426,0.0,0.334,0.268,91.068,4.0,276.0,spanish
Beachcoma - Original,390480,False,15,Hybrid,Wide Angle,0.474,0.833,6,-10.493,0.0,0.047,0.0187,0.895,0.506,0.0387,121.965,4.0,784.0,breakbeat
Gwát,355808,False,0,Rojin Sharafi,MISBHV 002: Meditations - a sonic response,0.419,0.571,1,-15.861,1.0,0.149,0.408,0.00109,0.145,0.143,98.454,4.0,577.0,iranian
Forgive,243360,False,31,The Steeldrivers,Bad For You,0.547,0.581,0,-7.32,1.0,0.0283,0.677,5.99e-05,0.226,0.684,88.813,4.0,353.0,bluegrass
Raise A Hallelujah - Live From Passion 2020,339994,False,36,Passion;Brett Younker,Roar (Live From Passion 2020),0.362,0.728,0,-8.105,1.0,0.046,0.027,0.0,0.0681,0.0557,163.941,4.0,914.0,mandopop
MORE THAN LiKE,239131,False,47,BiSH,CARROTS and STiCKS,0.449,0.981,7,-1.864,1.0,0.0755,0.00364,0.938,0.443,0.396,101.04,4.0,399.0,j-idol
煎熬,262026,False,56,Jess Lee,感謝愛人,0.379,0.39,11,-6.597,1.0,0.0299,0.465,6.14e-06,0.0943,0.154,139.197,4.0,592.0,mandopop
Peptalkin' - Original Mix,176475,False,14,The Prophet,The Hardcore Archive Part 3 (1997),0.731,0.946,6,-8.788,0.0,0.116,0.000537,0.0861,0.338,0.328,99.075,4.0,288.0,happy
Used To Love (with Dean Lewis),236764,False,63,Martin Garrix;Dean Lewis,Used To Love (with Dean Lewis),0.651,0.693,4,-4.722,1.0,0.0375,0.458,0.0,0.335,0.392,118.97,4.0,465.0,chicago-house
I Wonder Where You Are Tonight,161973,False,23,The Bluegrass Cardinals,The Essential Bluegrass Cardinals: The Definitive Collection,0.438,0.506,7,-8.728,1.0,0.0389,0.501,0.000406,0.231,0.867,116.993,4.0,300.0,bluegrass
回頭看看我,221478,False,22,Feng Ze;采子,回頭看看我,0.635,0.624,3,-6.813,1.0,0.0288,0.7,0.0,0.162,0.367,115.06,4.0,418.0,mandopop
Another Holiday,139058,False,10,Justnormal,Love Letters,0.768,0.405,9,-9.068,0.0,0.0716,0.607,0.857,0.0917,0.22,170.039,4.0,391.0,study
boyfriend material,150298,True,59,Gareth.T,to be honest,0.794,0.454,4,-7.848,1.0,0.0477,0.445,0.0,0.127,0.913,144.926,4.0,351.0,sleep
House Train - Steve Silk Hurley's Original House Mix,429471,False,11,"Steve ""Silk"" Hurley;Risse",House Train (S&S Remixes),0.79,0.875,7,-5.985,1.0,0.0604,0.00248,0.623,0.127,0.597,119.04,4.0,852.0,chicago-house
Funky Amigo,203414,False,17,Speedometer,Our Kind of Movement,0.862,0.673,10,-9.92,0.0,0.0492,0.0568,0.796,0.0737,0.823,113.427,4.0,376.0,afrobeat
Malfunction,116804,False,19,Free Refills,Raw Steak Black Coffee,0.384,0.955,2,1.795,1.0,0.0851,0.00312,0.603,0.0542,0.888,187.112,4.0,358.0,techno
Alt,133073,False,0,Dj Promo,Hiplife,0.513,0.935,10,-0.181,1.0,0.0374,0.648,0.537,0.401,0.262,80.038,4.0,177.0,happy
2nd Street,135383,False,9,Audio Avenues,2nd Street,0.676,0.314,4,-14.606,0.0,0.078,0.957,0.931,0.187,0.498,135.006,4.0,301.0,study
Gabbers Unite,318960,False,25,3 Steps Ahead,Most Wanted and Mad,0.528,0.931,2,-6.81,1.0,0.061,0.0079,0.122,0.073,0.663,185.015,4.0,977.0,happy
Plastic regret,221853,False,34,櫻坂46,Nobody's fault (Special Edition),0.711,0.893,2,-3.687,1.0,0.0323,0.428,0.0,0.385,0.855,127.963,4.0,461.0,j-dance
All To Get Her,193109,False,0,Plaid,Polymer,0.711,0.812,1,-10.101,0.0,0.0358,9.61e-05,0.881,0.112,0.175,105.004,5.0,336.0,idm
Pero a tu lado,195226,False,64,Los Secretos,Dos Caras Distintas,0.482,0.857,6,-4.841,1.0,0.105,0.367,6.5e-05,0.0756,0.87,79.105,4.0,249.0,spanish
Eleva,187570,False,45,Big Up,Uni-Versos,0.736,0.665,0,-6.427,1.0,0.0487,0.0466,0.0,0.164,0.563,94.981,4.0,294.0,brazil
Papua New Guinea (Blue States Full Length Mix),347533,False,12,The Future Sound Of London,Accelerator Deluxe,0.586,0.771,10,-7.441,0.0,0.0344,0.0479,0.915,0.271,0.625,99.987,4.0,572.0,breakbeat
RudeBoy - Remix,238080,False,48,Demarco;Rihanna,Keep Calm and Love Dancehall (Dancehall Party Classics 2015),0.583,0.779,10,-5.182,1.0,0.137,0.0742,0.0,0.259,0.593,179.858,4.0,707.0,j-dance
Nordic Laser,141333,False,18,Plastilina Mosh,Singles,0.364,0.977,9,-4.196,1.0,0.0649,0.000498,0.896,0.12,0.293,147.087,4.0,348.0,afrobeat
牆外,256551,False,42,Namewee;小花,牆外,0.73,0.48,9,-6.405,1.0,0.0387,0.853,0.0,0.337,0.623,138.044,4.0,584.0,mandopop
I Don't Wanna Wake Up,253843,False,15,Makoto;Karina Ramage,I Don't Wanna Wake Up,0.464,0.896,6,-6.219,1.0,0.0419,0.285,0.0366,0.0936,0.189,86.913,4.0,361.0,industrial
"Frecuencia Álmica, Pt. 11",320465,False,28,Lucas Cervetti,Frecuencias Álmicas en 432hz,0.285,0.21,4,-15.226,1.0,0.0335,0.934,0.0601,0.11,0.105,70.582,3.0,374.0,forro
against,229226,False,16,Sayaka Yamamoto,ゼロ ユニバース,0.486,0.936,2,-2.976,1.0,0.0896,0.0415,0.0,0.0942,0.475,94.953,4.0,347.0,j-idol
永遠より続くように(OKL48),236253,False,20,AKB48,永遠より続くように(OKL48),0.344,0.942,6,-5.058,1.0,0.0714,0.286,0.0,0.351,0.673,80.746,4.0,308.0,j-idol
My Hometown,236666,False,23,Wood & Wire,No Matter Where It Goes from Here,0.662,0.507,4,-11.381,0.0,0.0579,0.613,0.701,0.109,0.481,101.916,4.0,394.0,bluegrass
Chasing Heaven,318750,False,42,Bassnectar;Levit∆te,Into the Sun,0.451,0.643,6,-6.237,1.0,0.051,0.0124,0.951,0.122,0.15,128.052,4.0,675.0,breakbeat
Professional Problem 2018,311946,False,11,OSAMU SATO,LSD REVAMPED,0.518,0.898,11,-10.664,0.0,0.0407,0.00059,0.876,0.235,0.862,149.992,4.0,767.0,idm
天黑黑 - Remastered,237066,False,56,Stefanie Sun,同名專輯 (Remastered),0.495,0.223,8,-12.484,1.0,0.0409,0.939,1.94e-05,0.121,0.394,109.388,4.0,402.0,mandopop
Pullen Park,143444,False,30,"Sarah, the Illstrumentalist",Hurricane Season,0.711,0.528,2,-11.217,1.0,0.0504,0.00378,0.863,0.131,0.0863,107.976,4.0,255.0,study
Tremble,238546,False,53,I AM THEY,Tremble,0.442,0.532,0,-6.085,1.0,0.0352,0.0191,0.0,0.104,0.243,147.735,4.0,572.0,afrobeat
Pa'l Norte - Beauty Brain Remix,266432,False,23,Calle 13,Pa'l Norte (Beauty Brain Remix),0.791,0.835,3,-6.807,0.0,0.0584,0.0223,0.234,0.0506,0.8,140.027,4.0,608.0,afrobeat
Saying It Now,275157,False,24,Skindred,Big Tings,0.505,0.568,7,-4.344,1.0,0.027,0.0211,0.0,0.163,0.21,119.935,4.0,540.0,industrial
If Only,246528,False,15,MMOTHS,Ep1,0.223,0.328,0,-12.259,1.0,0.0446,0.839,0.846,0.111,0.167,79.967,5.0,356.0,idm
Make Some Noise For The Desi Boyz,244067,False,69,Pritam;KK;Bob,Desi Boyz,0.692,0.954,2,-3.93,0.0,0.0915,0.0188,0.0,0.151,0.89,141.98,4.0,575.0,indian
Paixão Proibida,173319,False,48,Tayrone Cigano,Tayrone Cigano,0.622,0.743,9,-7.058,1.0,0.0904,0.526,0.0,0.36,0.835,139.917,4.0,404.0,forro
Peer Pressure,110000,False,6,arai tasuku,Fantasmagorie The Ghost Show -Original Soundtrack-,0.667,0.182,6,-16.358,0.0,0.0313,0.442,0.871,0.104,0.389,170.038,3.0,306.0,idm
一派輕鬆,210604,False,53,許光漢,許光漢,0.574,0.521,6,-5.912,0.0,0.0344,0.751,0.0,0.109,0.262,137.88,4.0,474.0,mandopop
Old Grump,119625,False,26,Smartface,Smartface,0.926,0.539,2,-7.279,1.0,0.122,0.611,0.429,0.119,0.636,95.031,4.0,189.0,study
Bs80,220550,False,22,Morbo y Mambo,Muta,0.484,0.783,11,-7.923,0.0,0.0313,0.0119,0.899,0.103,0.77,164.006,4.0,578.0,afrobeat
Podes Reinar,175320,False,49,Agnus Dei,Agnus Dei 1993/1994,0.429,0.264,7,-13.838,1.0,0.0274,0.797,0.0,0.128,0.218,68.803,4.0,195.0,brazil
Infernal Disease,284003,True,0,Integral Rigor,Infernal Disease,0.541,0.95,1,-5.522,0.0,0.0992,5.78e-05,0.723,0.0884,0.22,114.006,4.0,530.0,iranian
Ti Sento - Remastered,235626,False,10,Scooter,Under the Radar over the Top (20 Years of Hardcore Expanded Edition) [Remastered],0.463,0.964,6,-4.488,0.0,0.0712,0.0127,7.01e-06,0.433,0.462,142.98,4.0,553.0,happy
素敵なバーディー(NO NO BIRDY),311333,False,43,サザンオールスターズ,素敵なバーディー(NO NO BIRDY),0.355,0.775,9,-5.956,0.0,0.0935,0.184,0.0,0.0674,0.448,90.458,4.0,509.0,j-idol
Bichos,165733,False,39,Elenco Junior Express;Diego Topa,Junior Express - Grandes Éxitos,0.683,0.894,7,-4.66,1.0,0.0877,0.534,0.0,0.125,0.911,100.026,4.0,269.0,spanish
Tommy's Theme - Original,280308,False,40,Noisia,Split the Atom (Special Edition),0.497,0.727,6,-3.796,0.0,0.0412,0.00217,0.0428,0.124,0.191,73.978,4.0,340.0,breakbeat
All The Dreams We Shared (Karl8 x Andrea Monta Rework),206612,False,24,Talla 2XLC;Karl8 & Andrea Monta,All The Dreams We Shared (Karl8 x Andrea Monta Rework),0.542,0.714,3,-8.22,1.0,0.0512,0.292,0.281,0.127,0.246,123.818,4.0,417.0,techno
Dia Quente,301013,False,43,Rodolfo Abrantes,O Dia Que Será Pra Sempre,0.618,0.392,6,-7.29,1.0,0.0288,0.818,0.0,0.107,0.367,143.924,4.0,702.0,brazil
United We Belong,122556,False,43,"Frankly, We Hold",Open Skies,0.769,0.179,6,-14.319,1.0,0.15,0.389,0.93,0.103,0.379,176.243,4.0,352.0,study
リバイブ,280293,False,37,UNIONE,to you,0.553,0.718,6,-4.495,1.0,0.0393,0.0105,0.0,0.0659,0.281,97.036,4.0,441.0,j-idol
Salão de Festa a Vapor,239040,False,45,Dazaranha,Nossa Barulheira,0.877,0.681,9,-4.754,1.0,0.0346,0.261,3.08e-06,0.312,0.919,112.0,4.0,441.0,brazil
Dumcore,309173,False,17,DJ Isaac,Thunderdome 25 Years Of Hardcore,0.737,0.633,1,-12.916,1.0,0.11,0.0742,0.896,0.516,0.341,174.076,4.0,888.0,happy
Lo-Fi Prism,96020,False,42,Dazik69,Color Spectrum,0.846,0.167,3,-15.462,0.0,0.0515,0.826,0.782,0.102,0.335,90.008,4.0,143.0,study
september again,106000,False,33,when in NY,september again,0.669,0.108,9,-16.031,1.0,0.0396,0.895,0.854,0.109,0.334,144.01,4.0,252.0,study
Restaurant Girl,281680,False,23,Hackensaw Boys,The Old Sound of Music Sessions,0.37,0.561,7,-6.636,1.0,0.0297,0.346,7.42e-06,0.069,0.493,170.994,4.0,774.0,bluegrass
Amor I Love You,116610,False,37,Chicão dos Teclados,Album Seresta as Melhores 2K20,0.733,0.608,9,-9.236,1.0,0.0501,0.427,0.0,0.268,0.81,126.895,4.0,246.0,forro
"Mehrama (From ""Love Aaj Kal"")",249415,False,54,Pritam;Darshan Raval;Antara Mitra,"Mehrama (From ""Love Aaj Kal"")",0.549,0.634,7,-8.827,1.0,0.0342,0.861,0.00838,0.0953,0.36,107.946,4.0,433.0,indian
鈴懸の木の道で…(略)やや気恥ずかしい結論のようなもの,328320,False,25,AKB48,鈴懸の木の道で「君の微笑みを夢に見る」と言ってしまったら僕たちの関係はどう変わってしまうのか、僕なりに何日か考えた上でのやや気恥ずかしい結論のようなもの<Type-A>,0.44,0.974,0,-1.335,1.0,0.0603,0.0779,2.78e-05,0.254,0.431,90.011,4.0,482.0,j-idol
Can You Feel It - New York Extended Dub,328919,False,42,Chez Damier,Can You Feel It,0.805,0.822,11,-9.168,1.0,0.0617,0.00301,0.682,0.107,0.439,123.995,4.0,678.0,chicago-house
Captain Jack - Short Mix,248533,False,33,Captain Jack,Greatest Hits,0.667,0.999,1,-4.375,0.0,0.0828,0.0726,4.16e-05,0.238,0.566,149.875,4.0,612.0,techno
Lost And Found,243266,False,22,Prong,Beg To Differ,0.51,0.798,6,-11.098,0.0,0.042,0.00159,0.136,0.0569,0.473,114.3,4.0,456.0,industrial
Midnight Snack,188010,False,50,Purrple Cat,2 Am. Study Session,0.763,0.236,9,-11.516,1.0,0.0568,0.615,0.845,0.082,0.273,119.989,4.0,371.0,sleep
ワンルーム・ディスコ,306293,False,32,Perfume,"Perfume The Best ""P Cubed""",0.623,0.926,11,-2.109,1.0,0.0355,0.00426,1.59e-05,0.168,0.879,128.004,4.0,646.0,j-idol
Plaything,254800,False,0,Plone,We Are Reasonable People,0.626,0.402,3,-9.978,1.0,0.0349,0.828,0.83,0.183,0.143,114.966,4.0,484.0,idm
Tú y las nubes,255520,False,29,Juan Perro,Un Mundo Raro: Las Canciones de José Alfredo Jiménez,0.351,0.48,7,-8.732,1.0,0.0466,0.179,5.11e-06,0.0938,0.282,179.512,3.0,756.0,spanish
Catch Me In Your Dreams - Original Mix,225388,False,2,The Prophet,The Hardcore Archive Part 3 (1997),0.552,0.946,2,-5.29,1.0,0.0927,0.000492,0.264,0.0767,0.282,162.968,4.0,608.0,happy
Fat Bottom Girls - Remastered,186848,False,23,Hayseed Dixie,Mountain Love (Remastered),0.628,0.674,7,-5.611,1.0,0.0335,0.602,7.6e-06,0.159,0.925,134.098,4.0,407.0,bluegrass
Enchanting Flute,197500,False,58,Rakesh Chaurasia,Krishna Aur Kans,0.445,0.328,2,-14.203,1.0,0.0281,0.846,0.866,0.075,0.175,99.989,4.0,323.0,indian
暖暖,243160,False,52,Fish Leong,親親,0.666,0.599,11,-7.196,1.0,0.0264,0.741,0.0,0.351,0.645,104.039,4.0,409.0,mandopop
Cronus,380131,False,12,White Ward,Cronus,0.234,0.891,11,-5.575,1.0,0.0737,1.45e-05,0.467,0.154,0.297,95.022,4.0,678.0,black-metal
是非題,232973,False,47,Christine Fan,哲學家,0.568,0.525,6,-6.473,1.0,0.0235,0.678,0.0,0.134,0.404,96.007,4.0,364.0,mandopop
壞人,300093,False,60,Abin Fang,好人Abin 方炯鑌首張個人創作專輯,0.462,0.516,11,-5.987,1.0,0.0367,0.4,0.0,0.092,0.283,99.671,4.0,484.0,mandopop
Engel,264266,False,70,Rammstein,Sehnsucht,0.637,0.658,2,-5.775,1.0,0.0291,0.00918,0.00229,0.295,0.328,96.072,4.0,419.0,industrial
Torii Road,128571,False,49,Tenno,Legends of the Past,0.782,0.492,3,-12.049,1.0,0.0537,0.665,0.786,0.203,0.137,140.115,4.0,296.0,sleep
I Come Correct,353733,False,32,Promo,Last Men Standing,0.689,0.931,11,-4.467,1.0,0.144,0.0114,0.589,0.0753,0.145,147.852,4.0,870.0,industrial
後會無期,223041,False,47,G.E.M.,後會無期,0.412,0.149,10,-13.74,1.0,0.0387,0.932,0.0,0.108,0.256,101.964,3.0,291.0,mandopop
綠光,191560,False,53,Stefanie Sun,風箏,0.589,0.874,3,-4.971,1.0,0.0766,0.107,0.0,0.0978,0.417,106.017,4.0,329.0,mandopop
Flutes - 165th Street Mix,335003,False,9,Jovonn,Goldtones,0.836,0.746,0,-9.648,1.0,0.0756,0.0049,0.407,0.0879,0.637,120.906,4.0,672.0,chicago-house
Smack Alors On Danse - Dub Edit,199711,False,20,Shade k;Terrie Kynd,Smack Alors On Danse (Dub Edit),0.735,0.901,9,-5.798,1.0,0.106,0.0104,0.646,0.057,0.825,132.035,4.0,423.0,breakbeat
Una Foto en Blanco y Negro,209893,False,62,El Canto Del Loco,Estados de Animo,0.545,0.875,1,-3.714,1.0,0.0337,0.0737,0.0,0.215,0.675,139.008,4.0,483.0,spanish
Kann Ich So Nicht Sagen - müsst ich nackt sehen,217084,False,24,Glitzer Gischi,Kann ich so nicht sagen (müsst ich nackt sehen),0.72,0.948,10,-4.39,1.0,0.0643,0.0179,0.0,0.0427,0.737,136.097,1.0,478.0,happy
Spin Round Stylee,192773,False,0,Ed Solo;Skool Of Thought;Pat Powell,Random Acts of Kindness,0.776,0.954,5,-2.298,1.0,0.122,0.222,0.0,0.325,0.789,126.004,4.0,400.0,breakbeat
Running To The Edge Of The World,385746,True,49,Marilyn Manson,The High End of Low (International Version),0.513,0.581,4,-6.309,0.0,0.0289,0.011,0.00521,0.214,0.072,132.957,4.0,852.0,industrial
Might as Well,164995,False,26,The Lil Smokies,Changing Shades,0.575,0.526,9,-8.852,1.0,0.0336,0.533,0.00153,0.0841,0.911,118.668,4.0,312.0,bluegrass
猫の名前,297400,False,25,Keyakizaka46,真っ白なものは汚したくなる (Complete Edition),0.574,0.817,3,-4.627,1.0,0.0377,0.166,0.0,0.211,0.832,140.99,4.0,687.0,j-idol
Anywhere With You,158807,False,67,AFROJACK;Lucas & Steve;DubVision,Anywhere With You,0.596,0.743,6,-4.149,1.0,0.0302,0.0696,2.37e-06,0.202,0.531,125.883,4.0,330.0,chicago-house
Hardcore To Da Bone - 2012 Edit,186320,True,13,Masters of Ceremony,Mainiak Chapter 1,0.483,0.835,6,-4.304,0.0,0.118,0.0283,0.000103,0.376,0.212,97.47,4.0,302.0,happy
Crazy Kiya Re,294504,False,61,Pritam;Sunidhi Chauhan;Sameer,Dhoom:2,0.759,0.938,11,-5.387,1.0,0.123,0.143,3.97e-06,0.402,0.81,92.017,4.0,448.0,indian
夢の続き,321866,False,47,Mariya Takeuchi,REQUEST (30th Anniversary Edition),0.721,0.911,0,-5.153,1.0,0.0586,0.108,0.0328,0.0916,0.898,116.486,4.0,615.0,j-idol
Dark Side Of The Mountain,230000,False,21,Unspoken Tradition,Myths We Tell Our Young,0.685,0.681,2,-6.591,1.0,0.0292,0.534,0.00768,0.084,0.718,112.014,4.0,423.0,bluegrass
Some Old Day,151493,False,24,J.D. Crowe & The New South,J.D. Crowe & the New South,0.585,0.302,7,-12.985,1.0,0.0343,0.845,2.78e-05,0.112,0.812,147.106,4.0,367.0,bluegrass
Por Un Amor Relampago (A Song For Gail - What Have We Got Her Into?),260586,False,33,Miguel Bosé,Esencial Miguel Bose,0.634,0.571,2,-7.451,1.0,0.0772,0.671,0.00312,0.102,0.255,144.628,4.0,624.0,spanish
