name,duration_ms,explicit,popularity,artists,album_name,key,loudness,mode,speechiness,instrumentalness,liveness,tempo,time_signature,n_beats,genre
Imagineering,274973,False,0,Nightmares On Wax,Imagineering,9,-12.242,0.0,0.0324,0.847,0.134,146.338,4.0,662.0,techno
Feel a Vibe,274809,False,32,Layton Giordani,New Generation,1,-6.861,1.0,0.109,0.55,0.086,131.009,4.0,593.0,techno
Sapphire - Perturbator Version,300800,False,39,Alcest;Perturbator,Sapphire (Perturbator Version),8,-7.382,1.0,0.0594,0.783,0.0828,75.014,4.0,413.0,black-metal
イスデタビ,108600,False,10,Rei Harakami,広い世界 と せまい世界,6,-10.642,1.0,0.042,0.929,0.302,118.44,4.0,212.0,idm
Pickaway,142466,False,16,Mike Auldridge,Dobro / Blues And Bluegrass,7,-9.566,1.0,0.0317,0.938,0.194,152.092,4.0,350.0,bluegrass
Daily Routine,130000,False,0,Sless Praismo;Frogman,Daily Routine,2,-14.049,1.0,0.148,0.307,0.377,80.644,4.0,197.0,study
Here For You,233480,False,0,Gorgon City;Laura Welsh,Halloween & Chill,6,-6.799,0.0,0.0382,0.0901,0.116,121.978,4.0,465.0,chicago-house
Run Pete Run,142080,False,24,Jimmy Martin,12 Memories From Jimmy Martin To Us,2,-15.23,1.0,0.0719,1.14e-06,0.242,103.695,4.0,241.0,bluegrass
Muito Pra Te Dar,196666,False,41,Banda Magníficos,Frente a Frente,4,-8.148,1.0,0.0407,0.0,0.295,102.398,4.0,331.0,forro
Natural High - Dirty Channels Extended Remix,320176,False,8,Mike Dunn;Dirty Channels,Natural High (Remixes),2,-7.297,1.0,0.0395,0.856,0.0861,126.019,4.0,671.0,chicago-house
Nice & Easy (feat. Rodney P),305454,False,40,Bassnectar;Rodney P,All Colors,9,-2.943,1.0,0.12,0.0,0.109,175.968,4.0,892.0,breakbeat
Give A Little Bit Of Love - Original Mix,311268,False,26,Euphony;Al Storm;Vicky Fee,Give A Little Bit Of Love,7,-2.455,1.0,0.075,0.0691,0.0194,174.009,4.0,896.0,happy
Greater Than All My Regrets,256782,False,51,Tenth Avenue North,No Shame,7,-6.234,1.0,0.0385,0.0,0.0777,143.918,4.0,598.0,afrobeat
The Promise Of Fever,356586,False,19,Cradle Of Filth,Damnation And A Day,11,-4.925,0.0,0.113,0.00029,0.374,104.977,4.0,615.0,black-metal
Vicarious,426680,False,66,TOOL,"10,000 Days",0,-5.73,1.0,0.032,0.776,0.0712,114.589,5.0,810.0,black-metal
Aborrecio,242005,True,37,Harry Nach;Nikxz,Moods,3,-5.498,1.0,0.0594,0.00899,0.107,120.015,4.0,480.0,spanish
can control,91436,False,0,Synkop,street beats,11,-8.966,0.0,0.0641,0.778,0.0974,168.01,4.0,254.0,study
Hear Me Now,194840,False,78,Alok;Zeeba;Bruno Martini,Hear Me Now (feat. Zeeba),11,-7.603,1.0,0.0389,0.00289,0.0731,121.999,4.0,386.0,chicago-house
Dead End Alley,337544,False,11,Mr. Fingers,Introduction,2,-13.078,1.0,0.0469,0.000119,0.302,122.091,4.0,679.0,chicago-house
Relic,220872,False,11,Occams Laser,Phantasm,10,-6.482,0.0,0.0504,0.787,0.274,143.971,4.0,518.0,techno
Reachers Of Civilisation - AVIRA & Nourey's Unplugged Remix,198347,False,32,York;AVIRA;Nourey,Reachers of Civilisation (AVIRA & Nourey's Unplugged Remix),6,-10.063,0.0,0.0302,0.69,0.11,121.02,4.0,397.0,techno
Brilhe,185466,False,48,Roberto Garcia,Moana: um mar de aventuras (Trilha sonora original em português),0,-7.044,1.0,0.142,0.0,0.109,146.011,4.0,427.0,disney
GET MY LOVE!,222826,False,32,MAX,MAXIMUM,9,-4.812,1.0,0.0403,0.000264,0.396,150.037,4.0,547.0,j-idol
Arder,90158,False,13,Dj Promo,Arder,8,-10.705,0.0,0.152,0.76,0.435,117.32,4.0,177.0,techno
Água Viva,379367,False,45,Oficina G3,Histórias e Bicicletas,8,-2.877,1.0,0.0747,7.14e-06,0.081,114.727,4.0,718.0,brazil
Forrozeira Linda (Mulher Doideira) (Ao Vivo),183762,False,42,Aviões do Forró,CD Do DVD Itapebussu (Ao Vivo),9,-8.242,1.0,0.0484,0.0,0.361,185.639,4.0,567.0,forro
Era de amar,239026,False,20,Jorge Drexler,Sus primeras grabaciones 1992-1994 (La luz que sabe robar- Radar),2,-7.845,1.0,0.0342,0.00364,0.0925,74.359,4.0,290.0,afrobeat
Castle of Dromore,149853,False,29,The Wiggles,Lachy!,0,-10.695,1.0,0.0369,9.1e-06,0.13,131.766,3.0,321.0,disney
挪威的森林,391026,False,57,Wu Bai,愛情的盡頭,4,-8.757,1.0,0.0293,0.0,0.22,136.594,4.0,882.0,mandopop
Cunt,259946,False,32,Centhron,Dominator,7,-7.306,1.0,0.0665,0.00156,0.0451,75.01,4.0,322.0,industrial
Friendzoned (feat. Mixie Moon & MC Offside),248167,False,44,S3RL;Mixie Moon;Mc Offside,Friendzoned (feat. Mixie Moon & MC Offside),7,-1.706,1.0,0.0598,0.0277,0.327,175.043,4.0,710.0,happy
Breezin',329333,False,13,Oneness Of Juju,Breezin',11,-11.388,1.0,0.0536,0.599,0.0991,80.318,4.0,436.0,afrobeat
Destruction of the Will,325920,False,0,Garhelenth,About Pessimistic Elements & Rebirth of Tragedy,10,-7.161,1.0,0.0562,0.567,0.392,165.244,4.0,877.0,iranian
Best Love,261640,False,23,Steve Martin;Steep Canyon Rangers;Paul McCartney,Rare Bird Alert,9,-10.748,1.0,0.0258,0.000255,0.0854,104.997,4.0,452.0,bluegrass
想いきり,197040,False,57,indigo la End,Crying End Roll,9,-2.989,1.0,0.0403,0.253,0.351,159.988,4.0,506.0,j-idol
Waidmanns Heil,212800,False,67,Rammstein,Liebe ist für alle da (Special Edition),9,-3.894,1.0,0.0317,0.0234,0.0579,104.999,4.0,364.0,industrial
Denk stets an mich (Wiedervereinigung),73653,False,32,Salvatore Scire;Luise Lunow,Coco (Deutscher Original Film-Soundtrack),1,-16.727,1.0,0.0777,0.0,0.108,148.692,4.0,168.0,disney
(......小王子)(feat. ohashiTrio),288578,False,34,吳青峰;大橋三重唱,馬拉美的星期二,7,-10.435,1.0,0.0283,1.64e-06,0.0785,141.671,4.0,584.0,mandopop
Babalon A.D. (So Glad for the Madness),337933,False,23,Cradle Of Filth,Damnation And A Day,0,-5.364,1.0,0.159,0.00504,0.288,161.079,4.0,903.0,black-metal
Witness,263841,False,35,Lusine;Benoît Pioulard,Sensorimotor,10,-10.735,1.0,0.154,0.0189,0.095,132.27,4.0,570.0,idm
Three Rivers Hotel,189733,False,32,John Williamson,Mallee Boy,2,-15.76,1.0,0.034,0.0,0.111,167.202,3.0,512.0,disney
Rage,192292,True,15,Teejay;Extended Play Records,Rage,2,-6.009,1.0,0.064,0.0,0.124,100.096,4.0,318.0,j-dance
Sathi,216219,False,48,Ritviz;Nucleya,Baaraat,6,-5.13,0.0,0.0765,0.0,0.0376,164.066,4.0,589.0,indian
多遠都要在一起,217720,False,66,G.E.M.,新的心跳,3,-6.532,1.0,0.0312,0.0,0.102,135.726,4.0,482.0,mandopop
Entercourse Of The New Age,379733,False,13,Glenn Underground,Atmosfear,7,-9.876,1.0,0.0869,0.739,0.108,127.68,4.0,796.0,chicago-house
The Raven King,393986,False,22,Killing Joke,Absolute Dissent,2,-4.825,1.0,0.0339,0.00181,0.137,125.0,4.0,809.0,industrial
Bitch - Weil Mix by Substaat,246893,True,24,Apoptygma Berzerk;Substaat,SDGXXV,1,-7.393,1.0,0.0448,0.479,0.0797,120.009,4.0,485.0,industrial
Radikal Bitch,147840,False,10,Armando,One World One Future,6,-10.648,1.0,0.0638,0.762,0.0912,131.911,4.0,319.0,chicago-house
Think A Moment,208760,False,0,LFO,Frequencies,11,-14.185,0.0,0.0454,0.61,0.492,99.925,4.0,345.0,idm
Knalltrött,150000,False,34,Overklig,Knalltrött,9,-11.676,1.0,0.0673,0.87,0.108,79.983,3.0,198.0,study
Lunaris,397000,False,19,Arkona,Lunaris,0,-7.302,1.0,0.105,0.817,0.175,120.081,4.0,775.0,black-metal
Midnight Heart,360016,False,15,Abstract Void,Wishdream,0,-6.512,1.0,0.0481,0.82,0.167,150.029,4.0,894.0,black-metal
Handprints,74571,False,37,Lazy Leopard,Handprints,9,-11.246,0.0,0.0689,0.838,0.167,69.993,4.0,85.0,study
浪流連,253723,False,59,EggPlantEgg,我們以後要結婚,0,-8.033,1.0,0.0397,1.31e-06,0.0768,123.593,4.0,511.0,mandopop
Esqueceu de Me Esquecer,174733,False,34,Rainhas da Farra,Esqueceu de Me Esquecer,7,-5.052,0.0,0.0293,0.0,0.211,123.983,4.0,357.0,forro
Better Change Your Mind - Mixed,153306,False,18,William Onyeabor,DJ-Kicks (Brandt Brauer Frick) [DJ Mix],11,-9.929,0.0,0.0738,0.00629,0.331,117.457,4.0,299.0,afrobeat
無重力ダンス,239026,False,20,SILENT SIREN,31313,6,-2.859,1.0,0.0713,0.0182,0.235,134.949,4.0,532.0,j-idol
Can't Look Away,269800,False,23,The Wood Brothers,One Drop of Truth,5,-5.607,1.0,0.0765,0.00127,0.117,140.88,4.0,619.0,bluegrass
Blanche Monnier,383447,False,0,Eternal Griefs,Blanche Monnier,8,-9.994,1.0,0.0452,0.87,0.115,134.998,4.0,857.0,iranian
We're Gonna Blow Your Mind - Remastered,352693,False,19,Rotterdam Terror Corps,Sick & Twisted RMSTR,9,-6.819,0.0,0.0998,0.471,0.107,157.906,4.0,921.0,happy
Fatherland,291546,False,1,Crows in the Rain,Little Girl And Lost Blossom,11,-18.039,0.0,0.0405,0.769,0.119,87.074,4.0,425.0,iranian
原諒,255706,False,43,張玉華,張玉華同名專輯,0,-9.628,1.0,0.0351,0.0,0.108,78.546,4.0,327.0,mandopop
Facety,196285,False,12,TYGAPAW,GET FREE,4,-7.202,1.0,0.0703,0.946,0.0565,142.016,4.0,454.0,techno
Electro Movimiento,196986,False,21,Calle 13,Los De Atrás Vienen Conmigo,8,-6.522,1.0,0.135,4.45e-05,0.128,109.966,4.0,355.0,afrobeat
deep fake,213871,True,0,Architects,deep fake,6,-4.167,0.0,0.0851,0.00325,0.0556,96.023,4.0,341.0,black-metal
All About You,220053,False,30,Doc Watson;David Grisman,Doc & Dawg,2,-10.524,1.0,0.0327,0.138,0.116,110.485,4.0,402.0,bluegrass
On The Highway,118285,False,11,Wasted Glitter,On The Highway,9,-10.689,0.0,0.0446,0.925,0.129,139.937,4.0,265.0,study
Terrormusic - Original Mix,288000,False,19,Drokz;Akira;Tripped,Terrormusic,7,-0.46,1.0,0.0596,0.67,0.194,119.985,4.0,569.0,happy
Beginner,239320,False,20,AKB48,AKB48 15th Anniversary Single PLAYLIST I,8,-1.799,1.0,0.0888,0.0,0.0916,80.002,4.0,314.0,j-idol
Quit the Addict,292343,False,0,Confess,Beginning of Dominion,3,-4.572,1.0,0.137,0.909,0.201,109.994,3.0,527.0,iranian
I sing a Liad für di - Neuaufnahme,172413,False,26,Andreas Gabalier,Home Sweet Home,0,-4.629,1.0,0.0602,0.0,0.246,126.035,4.0,357.0,happy
Mais Que um Amigo,144745,False,16,Iguinho e Lulinha,Olha os Vaqueiros Chegando Ai - Ao Vivo,5,-2.599,1.0,0.0403,0.0,0.214,159.911,4.0,381.0,forro
The Saving One,246573,False,38,Starfield,The Saving One,2,-3.825,1.0,0.0311,0.0,0.075,144.059,4.0,575.0,afrobeat
You & Me (feat. W. Darling),244285,False,45,Bassnectar;W. Darling,Noise vs Beauty,7,-4.021,1.0,0.0342,0.384,0.322,140.041,4.0,566.0,breakbeat
Live as Myself,297845,False,17,Ludovico Technique,Live as Myself,0,-4.624,0.0,0.0653,0.134,0.126,83.994,3.0,412.0,industrial
Take It Slow,324500,False,37,Crispy脆樂團;恐龍的皮,愛是我們必經的辛苦,0,-10.333,1.0,0.0419,0.258,0.0796,79.991,4.0,423.0,mandopop
Rei do Meu Coração,419832,False,42,Gabi Sampaio,Rei do Meu Coração,9,-5.376,1.0,0.0351,0.0,0.061,140.402,4.0,984.0,brazil
Jhak Maar Ke,233302,False,64,Pritam;Neeraj Shridhar;Harshdeep Kaur,Desi Boyz,3,-5.101,1.0,0.0628,3.34e-06,0.107,95.04,4.0,364.0,indian
Eighteen,200213,False,18,Seiko Matsuda,SEIKO STORY〜80's HITS COLLECTION〜,7,-7.119,1.0,0.0314,4.49e-06,0.0897,129.372,4.0,418.0,j-idol
"OH NO,OH YES!",318306,False,51,Mariya Takeuchi,REQUEST (30th Anniversary Edition),10,-6.034,0.0,0.0345,0.00172,0.0554,147.319,4.0,762.0,j-idol
"Le Festin (From ""Ratatouille"")",196172,False,24,Billboard Baby Lullabies,Lullaby Renditions of The Music of Pixar Films,3,-18.0,1.0,0.0668,0.921,0.132,121.458,3.0,383.0,disney
Stop Wasting My Time,217007,False,14,Matt Large,Piano For Painkillers,2,-9.466,1.0,0.0297,0.683,0.139,133.871,4.0,481.0,study
Volte Amor,264947,False,59,Tayrone Cigano,20 Super Sucessos: Tayrone Cigano,11,-5.558,1.0,0.0278,0.0,0.0645,135.012,4.0,596.0,forro
きゅんビート,192200,False,18,Wasuta,我々はネコである。,6,-3.641,1.0,0.103,3.12e-06,0.117,114.871,4.0,359.0,j-idol
In the Next Life,248760,False,0,Steep Canyon Rangers,Arm in Arm,0,-7.243,1.0,0.0325,0.0,0.119,156.149,4.0,631.0,bluegrass
The Wreck of the Old 97 (with The Foggy Mountain Boys),150226,False,26,Lester Flatt;Earl Scruggs;The Foggy Mountain Boys,Hard Travelin' (with The Foggy Mountain Boys),10,-14.13,1.0,0.0322,1.75e-05,0.081,127.57,4.0,315.0,bluegrass
人間,285266,False,49,Faye Wong,王菲97,4,-11.761,1.0,0.0278,8.62e-06,0.267,130.041,4.0,611.0,mandopop
マルコ,223919,False,35,Creep Hyp,吹き零れる程のI、哀、愛,7,-5.299,1.0,0.0275,0.0,0.0949,94.953,4.0,351.0,j-idol
Heavyweight Sound - Phibes Remix,320000,False,9,Beat Assassins;Raf MC;Phibes,Heavyweight Sound,6,-1.955,1.0,0.0768,0.0327,0.458,173.979,4.0,923.0,breakbeat
My Prayer (Yahweh),217446,False,45,CalledOut Music,My Prayer (Yahweh),5,-14.911,1.0,0.159,0.0,0.104,140.974,4.0,497.0,afrobeat
Buscando la llave,304813,False,30,Ángeles Del Infierno,Todos somos angeles,6,-8.432,1.0,0.0361,6.9e-05,0.135,146.032,4.0,730.0,spanish
Puzzlewood,140874,False,9,Plone,Puzzlewood,1,-9.413,1.0,0.0266,0.605,0.216,105.033,4.0,239.0,idm
I Should've Known Better,267573,False,28,Nickel Creek,This Side,2,-11.395,0.0,0.0641,0.000519,0.0515,120.094,4.0,532.0,bluegrass
神っちゃうBEAT♡,196802,False,11,kamiyado,#前に進む唄,4,-2.957,1.0,0.0857,0.0,0.362,142.118,4.0,456.0,j-idol
Detail Queen,128399,False,19,Gaze,Shake the Pounce,0,-7.889,1.0,0.0297,0.881,0.0569,113.176,4.0,225.0,techno
せっかちなかたつむり,306986,False,27,Nogizaka46,走れ!Bicycle TypeD,9,-3.895,1.0,0.0371,0.0,0.117,179.996,4.0,908.0,j-idol
Neon Tapestries,156037,False,47,Dusty Decks,Neon Tapestries,6,-6.702,1.0,0.0852,0.92,0.113,162.269,4.0,411.0,study
Lemonade - Ukulele Version,181504,False,63,Jeremy Passion,For More Than a Feeling,2,-8.915,1.0,0.063,0.0,0.0994,128.144,4.0,385.0,sleep
Tag,222786,False,0,Fast Eddie;Mike Dunn;The Renegades,The Renegades,9,-3.246,0.0,0.107,0.00197,0.0439,124.678,4.0,463.0,chicago-house
Move on Up,359213,False,52,The Dynamics,Version Excursions,11,-9.135,0.0,0.0352,0.392,0.0894,145.952,4.0,869.0,afrobeat
Tin Omen,278466,False,37,Skinny Puppy,Rabies,11,-13.518,0.0,0.0573,0.0266,0.371,125.369,4.0,574.0,industrial
"One of Us - From ""The Lion King II: Simba's Pride""/Soundtrack Version",160653,False,52,Chorus - The Lion King 2: Simba's Pride,The Lion King 2: Simba's Pride,2,-11.232,1.0,0.0531,2.73e-06,0.114,101.72,4.0,261.0,disney
Switchback,302693,False,53,Celldweller,Celldweller (Deluxe Edition),10,-6.655,1.0,0.0412,0.000131,0.284,112.932,4.0,568.0,industrial
Com Ele,267120,False,46,Gerson Rufino,10 Anos de Louvor,9,-5.879,1.0,0.0282,1.15e-06,0.114,140.005,4.0,613.0,brazil
Saturday Night Worldcup Fieber,264440,False,17,Mouse On Mars,Iaora Tahiti,1,-10.917,1.0,0.0421,0.935,0.216,141.98,4.0,605.0,idm
Sang Rahiyo,213288,False,69,Jasleen Royal;Ranveer Allahbadia;Ujjwal Kashyap,Sang Rahiyo,10,-11.374,1.0,0.0247,0.000222,0.0617,93.982,4.0,322.0,indian
moog me up,114000,False,50,Wibke Komi,moog me up,1,-15.164,0.0,0.0296,0.927,0.35,80.07,3.0,151.0,study
BPM170の君へ,233893,False,30,=LOVE,The 5th,7,-3.735,1.0,0.0505,0.0,0.362,160.0,4.0,613.0,j-idol
Blossom,358346,False,37,Stephan Jolk,Blossom,8,-6.898,1.0,0.0439,0.875,0.0879,124.0,4.0,737.0,techno
Nontsokolo,356333,False,1,Hugh Masekela,Africa Rising Vol.4,5,-8.897,1.0,0.0395,0.000183,0.0429,105.009,4.0,617.0,afrobeat
Saiyyan,343906,False,73,Kailash Kher;Paresh Kamath;Naresh Kamath,Kailasa Jhoomo Re,0,-8.624,1.0,0.0451,0.000117,0.12,74.653,3.0,422.0,indian
STAR,247193,False,25,BiSH,GOiNG TO DESTRUCTiON,10,-4.252,1.0,0.0354,0.00113,0.399,140.134,4.0,574.0,j-idol
Heartbreak Anniversary X Hamari Adhuri Kahani,238236,False,0,Pranish VP,Heartbreak Anniversary X Hamari Adhuri Kahani,6,-9.44,1.0,0.0405,7.46e-06,0.113,128.117,4.0,505.0,indian
Calçada,206760,False,20,Criolo,Espiral de Ilusão,5,-5.132,1.0,0.087,0.0,0.0885,111.099,4.0,374.0,afrobeat
Lines on the Floor,246786,False,2,Watchhouse,Haste Make / Hard Hearted Stranger,0,-10.054,1.0,0.0311,0.0228,0.0912,65.43,4.0,331.0,bluegrass
DA FUNK,209466,False,23,DA PUMP,DA POP COLORS,5,-3.725,0.0,0.105,0.0,0.412,119.961,4.0,410.0,j-dance
Riding The Danville Pike,128800,False,28,Blue Highway,Still Climbing Mountains,2,-4.672,1.0,0.0402,4.53e-05,0.267,182.219,4.0,372.0,bluegrass
Inkya Impulse,271457,False,51,二口魔菜 Futakuchi Mana,Covers 2021,1,-3.2,1.0,0.0603,0.0562,0.349,139.971,4.0,627.0,j-idol
The Waterfront,290306,False,0,Siavash Amini;Hessam Ohadi;Nima Pourkarimi,Spotty Surfaces,6,-9.928,1.0,0.108,0.798,0.232,107.937,4.0,508.0,iranian
Café de Paris,192558,False,27,Matt Large,Easy Living,1,-7.195,1.0,0.0342,0.927,0.0891,85.952,4.0,271.0,study
No Eyes,242671,False,61,Claptone;JAW,Charmer,3,-10.729,1.0,0.045,0.0187,0.117,120.027,4.0,480.0,techno
Love Story,312933,False,52,Layo & Bushwacka!,Night Works,7,-10.396,1.0,0.0331,0.411,0.448,132.014,4.0,688.0,breakbeat
Tera Deedar Hua,347573,False,62,Pritam;Anupam Amod;Rahat Fateh Ali Khan,Jannat 2 (Original Motion Picture Soundtrack),2,-3.464,1.0,0.0523,0.0,0.113,89.952,4.0,513.0,indian
Quit the Addict (Re-Recorded),279693,False,0,Confess,Back to My Future,1,-4.108,0.0,0.0583,0.716,0.112,114.793,3.0,445.0,iranian
ジコチューで行こう!,249826,False,22,Nogizaka46,今が思い出になるまで (Complete Edition),11,-2.232,1.0,0.0479,0.0,0.341,84.022,4.0,342.0,j-idol
Lord I Lift Your Name On High,213173,False,41,Lincoln Brewster,Live To Worship,8,-5.803,1.0,0.041,1.09e-05,0.112,96.397,4.0,336.0,indian
Rats in the Infirmary,210693,False,23,CKY,Carver City,7,-3.761,0.0,0.0932,0.0,0.0634,101.996,4.0,352.0,industrial
be that hope,217411,False,8,hope mona,there's always hope,5,-7.641,1.0,0.0454,0.881,0.134,85.0,4.0,306.0,study
We Keep Coming - Original Mix,126426,False,23,Rotterdam Terror Corps;SRB,Nu Metalz Ep,0,-4.935,1.0,0.116,0.0,0.155,105.082,4.0,218.0,happy
千寻 - 电视剧《千古玦尘》插曲,277042,False,41,A-Lin,电视剧《千古玦尘》影视原声带,7,-9.659,1.0,0.0388,0.0,0.0729,170.03,3.0,738.0,mandopop
Tempo de Vencer,240373,False,49,Jamily,Seleção De Ouro,7,-12.193,1.0,0.0265,0.0,0.119,75.971,4.0,299.0,brazil
Por si las Moscas,231973,False,60,Melendi;Guaynaa,Likes y Cicatrices,9,-4.309,1.0,0.0615,0.0,0.13,91.978,4.0,351.0,spanish
I Come With Knives,262986,False,48,IAMX,The Unified Field,8,-8.498,1.0,0.051,0.159,0.0458,147.013,4.0,629.0,industrial
Worthy of My Song,371640,False,36,Phil Wickham,Worthy of My Song,2,-6.467,1.0,0.0448,0.0,0.0913,139.821,4.0,852.0,indian
Soul Fiesta,128985,False,21,Manu Dibango,Africadelic,7,-5.592,1.0,0.0384,0.751,0.115,136.671,4.0,284.0,afrobeat
Spinning the Wheels,141665,False,31,Dusty Decks,Spinning the Wheels,1,-6.314,1.0,0.0346,0.888,0.114,91.905,4.0,215.0,study
Shyama Meghame - Reprised Version,200295,False,57,Sanah Moidutty,Shyama Meghame (Reprised Version),6,-9.134,0.0,0.053,0.00237,0.0629,99.926,4.0,300.0,indian
Plainsong,100053,False,0,Ata Ebtekar,Persian Electronic Music Yesterday And Today1966-2006,5,-0.847,1.0,0.0656,0.256,0.0911,171.816,4.0,279.0,iranian
Fuck the titties - The Viper & Tommyknocker Remix,358586,True,17,Tha Playah;The Viper;Tommyknocker,Pussy Lounge 2016,6,-4.262,1.0,0.0866,0.0508,0.241,167.047,4.0,978.0,happy
Luxferre,233760,False,22,Samael,Lux Mundi,2,-5.544,1.0,0.0622,0.876,0.334,199.973,4.0,767.0,black-metal
Never Surrender,288493,False,0,Combichrist,Making Monsters,2,-7.813,1.0,0.0827,0.0222,0.106,135.015,4.0,639.0,industrial
Sally Goodin,199493,False,25,J.D. Crowe & The New South,J.D. Crowe & the New South,9,-10.82,1.0,0.039,0.956,0.0897,128.488,4.0,415.0,bluegrass
RAD,240000,False,36,Tokyo Machine,RAD,11,-3.0,1.0,0.157,0.132,0.409,127.925,4.0,507.0,j-dance
Sua Recaída,156462,False,14,Pisadinha do Vaqueiro,Na Pegada do Vaqueiro,8,-5.574,0.0,0.0427,0.000862,0.0813,166.067,4.0,430.0,forro
愛を知る,252026,False,22,Last Idol,愛を知る,4,-2.109,1.0,0.0442,0.0,0.245,95.533,4.0,392.0,j-idol
All Or Nothing,252000,False,16,Datsik,Let It Burn,11,-3.296,0.0,0.0327,0.593,0.103,140.016,4.0,587.0,breakbeat
Hypnotize,402520,False,46,Solomun,Dance Baby,11,-9.184,0.0,0.0756,0.832,0.101,125.001,4.0,835.0,techno
Mann gegen Mann,230560,False,63,Rammstein,Rosenrot,8,-5.288,1.0,0.0727,0.193,0.063,166.105,4.0,627.0,industrial
earned,123314,False,12,Organ Tapes,唱着那无人问津的歌谣 / Chang Zhe Na Wu Ren Wen Jin De Ge Yao,6,-15.273,0.0,0.0318,6.34e-05,0.223,90.511,4.0,173.0,techno
Back Of My Mind,218333,False,24,Sarah Jarosz,Undercurrent,2,-9.133,1.0,0.0287,0.0134,0.126,115.879,3.0,417.0,bluegrass
Extraction (ABGT499D3),263225,False,10,Dosem,Journey To ABGT500 pt.2,11,-7.196,1.0,0.0318,0.936,0.113,124.004,4.0,543.0,spanish
i wish it would never stop snowing,196500,False,50,Sleepy Fish,Chillhop Essentials Spring 2019,4,-14.07,1.0,0.0492,0.832,0.0927,126.952,4.0,410.0,sleep
Trans,273600,False,37,Gesaffelstein,Aleph,9,-4.699,1.0,0.055,0.898,0.123,107.035,4.0,473.0,techno
Oye Mami,326880,False,10,Bad Boy Bill;Nick Rockwell,Oye Mami,7,-3.624,1.0,0.0751,0.0325,0.062,125.016,4.0,672.0,chicago-house
Yuletide Pods,130800,False,6,Jobii,A Jobii Christmas,7,-5.71,1.0,0.0289,0.868,0.128,75.005,4.0,161.0,study
Asi No Se Puede Muchaches,240640,False,17,Romperayo,Asi No Se Puede Muchaches,6,-5.579,0.0,0.0485,0.822,0.0923,112.01,4.0,442.0,afrobeat
Lo-Fi Prism,96020,False,42,Dazik69,Color Spectrum,3,-15.462,0.0,0.0515,0.782,0.102,90.008,4.0,143.0,study
是非題,232973,False,47,Christine Fan,哲學家,6,-6.473,1.0,0.0235,0.0,0.134,96.007,4.0,364.0,mandopop
Lightwave,316085,False,4,Technimatic,Liquicity Festival 2022,7,-5.237,1.0,0.0482,0.842,0.168,174.021,4.0,898.0,industrial
"Ryby, żaby, raki",192960,False,24,Ewa Konstancja Bułhak,Bambukalambu,5,-10.461,1.0,0.117,0.0,0.0945,81.568,4.0,256.0,disney
Baba Hya - Remastered,329365,False,18,Lafayette Afro Rock Band,Malik,7,-5.147,0.0,0.151,0.88,0.0748,88.39,4.0,478.0,afrobeat
A Man In Your Head,223906,False,18,Samael,Passage,5,-6.445,1.0,0.05,0.495,0.453,98.128,4.0,361.0,black-metal
Neon Memories,275979,False,31,death's dynamic shroud,Darklife,4,-7.167,1.0,0.0312,0.0478,0.218,135.002,4.0,615.0,techno
Cleansed In Pestilence (Blade Of Elohim),275960,False,20,Morbid Angel,Heretic,10,-7.086,0.0,0.13,0.14,0.378,100.474,3.0,449.0,black-metal
Stampede,337026,False,9,Seekae,The Sound Of Trees Falling On People,4,-7.091,0.0,0.0444,0.695,0.379,105.022,4.0,614.0,idm
Fallen,360984,False,0,XSIX,Noise A Noise 19.2,2,-10.99,0.0,0.0569,0.252,0.108,74.747,4.0,452.0,iranian
Give It to Me,210000,False,64,Matt Sassari,Give It to Me,6,-8.126,1.0,0.0484,0.035,0.131,126.047,4.0,431.0,techno
Minglewood Blues,171013,False,27,Old Crow Medicine Show,Big Iron World,7,-4.792,1.0,0.0361,0.0,0.145,148.359,4.0,411.0,bluegrass
說散就散,230571,False,62,JC 陳詠桐,Album 1,2,-6.804,1.0,0.125,0.0,0.229,139.68,4.0,513.0,mandopop
Do What You're Told,197317,False,13,Bad Boy Bill;Matthew Anthony,"Legends EP, Vol. 1. Turntablism Part 1",0,-10.997,1.0,0.101,0.78,0.0641,123.05,4.0,398.0,chicago-house
Ain't Talkin' 'Bout Dub,270400,False,22,Apollo 440,Electro Glide In Blue,7,-5.829,1.0,0.0723,0.0271,0.107,163.978,4.0,652.0,breakbeat
Jesus Come For Me,212133,False,33,The Steeldrivers,Get Low (Original Motion Picture Soundtrack),2,-6.902,1.0,0.0313,2.5e-05,0.102,183.986,4.0,635.0,bluegrass
No Grave Deep Enough,430800,False,22,Primordial,Redemption at the Puritan's Hand,2,-7.274,1.0,0.0591,0.00395,0.0719,122.999,4.0,854.0,black-metal
Fadeless Love,270280,False,18,Flower,Flower,1,-4.035,1.0,0.0397,0.028,0.267,100.005,4.0,440.0,j-idol
Hallucinating,145120,False,19,Brothers In Crime,Happy Hardcore Top 100,2,-7.143,1.0,0.057,0.291,0.3,172.1,4.0,415.0,happy
Like a Wirsing - Hanne & Lore Remix,407441,False,0,andhim;Hanne & Lore,Paradiso Musicale 2,8,-9.723,1.0,0.0895,0.848,0.048,126.019,4.0,840.0,techno
Difícil de Separar,185887,False,37,Guilherme Dantas;Manim Vaqueiro,Difícil de Separar,2,-3.866,1.0,0.0323,6.62e-06,0.228,152.037,4.0,462.0,forro
