,name,duration_ms,explicit,popularity,artists,album_name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,n_beats,genre
3075,Cachete a Cachete,287533,False,31,Los Amigos Invisibles,The New Sound of the Venezuelan Gozadera,0.781,0.755,7,-7.015,1.0,0.0395,0.564,0.00267,0.126,0.597,118.168,4.0,562.0,afrobeat
3076,Fuckin' sweat,196452,False,23,The Stunned Guys;DJ Lancinhouse,The Stunned Guys' Rewinds - Early Hardcore 1994-1997,0.674,0.913,6,-9.113,0.0,0.0581,0.00358,0.448,0.33,0.188,89.986,4.0,288.0,happy
3077,夜來香,193906,False,27,Teresa Teng,寶麗金88極品音色系列 - 鄧麗君,0.521,0.443,8,-9.54,1.0,0.0338,0.8,3.78e-06,0.29,0.708,111.252,4.0,350.0,mandopop
3078,La Petite Mort,94003,False,33,Sharif,Bajo el Rayo Que No Cesa,0.537,0.631,1,-8.705,1.0,0.0861,0.06,0.123,0.108,0.273,84.609,4.0,129.0,spanish
3079,La promesa,233040,False,69,Melendi,Un alumno más,0.584,0.73,8,-5.095,1.0,0.0355,0.0674,0.00849,0.288,0.414,153.929,4.0,585.0,spanish
3080,Uniform Variations,250691,False,9,Mr. Fingers,Introduction,0.627,0.489,4,-14.211,0.0,0.0413,0.00327,0.89,0.1,0.72,112.156,4.0,463.0,chicago-house
3081,Mercury - Original Mix,458931,False,40,Charlotte de Witte,Apollo EP,0.593,0.91,11,-8.001,0.0,0.0513,0.00374,0.69,0.172,0.253,135.018,4.0,1029.0,techno
3082,idio-savan,264000,False,25,Serph,Psychic Music,0.543,0.876,1,-4.678,1.0,0.0526,0.0607,0.211,0.222,0.706,169.991,4.0,735.0,idm
3083,Valley of the Damned,257013,False,26,Hypocrisy,A Taste of Extreme Divinity,0.4,0.984,3,-3.939,1.0,0.123,1.98e-06,0.901,0.324,0.0724,109.974,4.0,462.0,black-metal
3084,Buenos Genes,245190,True,72,Rels B;DELLAFUENTE,Flakk Daniel's Lp,0.804,0.535,4,-8.603,0.0,0.143,0.486,0.0,0.108,0.628,151.957,4.0,616.0,spanish
3085,"Negro Amor (It's All Over Now, Baby Blue)",246568,False,37,Gal Costa;Jorge Drexler,Nenhuma Dor,0.614,0.209,7,-11.445,1.0,0.0327,0.868,0.000676,0.182,0.416,119.948,4.0,489.0,afrobeat
3086,Não Vou Ficar,172996,False,52,Tim Maia,Tim Maia 1971,0.563,0.783,4,-9.052,1.0,0.0695,0.0925,0.0,0.0887,0.688,77.723,4.0,224.0,brazil
3087,Wild Bill Jones,176920,False,28,Charlie Parr,Rooster,0.653,0.352,7,-11.372,1.0,0.03,0.962,0.462,0.123,0.397,101.341,4.0,297.0,bluegrass
3088,Neckbreaker - Original Mix,341599,False,20,Plus System;Scott Brown,Neckbreaker / Take A Final Breath,0.425,0.999,7,-5.566,1.0,0.0863,0.000189,0.587,0.399,0.553,169.988,4.0,962.0,happy
3089,Numa Sala de Reboco,138640,False,54,Luiz Gonzaga,A Triste Partida,0.583,0.513,11,-8.619,0.0,0.047,0.637,0.0,0.352,0.955,152.326,4.0,349.0,forro
3090,Like Nothing Happened,183529,False,30,Smartface;Alt Bloom,Like Nothing Happened,0.754,0.793,0,-5.003,0.0,0.0444,0.023,6.86e-05,0.265,0.783,102.022,4.0,309.0,study
3091,The Violation,258866,False,45,Fleshgod Apocalypse,Agony,0.384,0.991,7,-1.457,1.0,0.0878,0.00356,0.845,0.527,0.0299,134.913,4.0,580.0,black-metal
3092,K歌之王,222351,False,54,Eason Chan,打得火熱,0.346,0.349,2,-9.428,1.0,0.0355,0.754,1.46e-06,0.381,0.271,78.634,4.0,288.0,mandopop
3093,Colors Reborn,152589,False,27,Obie Hans,Colors Reborn,0.624,0.238,0,-16.882,1.0,0.0509,0.792,0.958,0.0946,0.346,176.24,4.0,440.0,study
3094,Focus - DJ-Kicks,445297,False,8,Robert Hood,Focus (DJ-Kicks) / Greytype I,0.723,0.691,1,-9.929,1.0,0.0406,0.0145,0.895,0.151,0.0365,128.009,4.0,949.0,chicago-house
3095,Só Deu Você (feat. Xand Avião),169074,False,31,Avine Vinny;Xand Avião,Naturalmente,0.749,0.822,5,-5.387,1.0,0.041,0.286,0.0,0.449,0.715,129.982,4.0,360.0,forro
3096,Abba Zabba,313800,False,0,CIRRUS,Back on a Mission,0.595,0.963,0,-5.035,1.0,0.146,0.175,0.00896,0.961,0.725,169.718,4.0,880.0,breakbeat
3097,No Name No Slogan,355190,False,23,Acid Horse,Trax! Box,0.606,0.986,6,-3.322,0.0,0.0985,0.00133,0.87,0.0558,0.785,122.412,4.0,721.0,industrial
3098,You Will Payback!,274248,True,1,Confess,Beginning of Dominion,0.475,0.988,8,-3.732,1.0,0.158,0.00767,1.44e-05,0.17,0.272,104.946,4.0,478.0,iranian
3099,Baby I'm Bleeding,152245,True,55,JPEGMAFIA,Veteran,0.574,0.859,1,-2.401,1.0,0.193,0.195,0.0,0.416,0.828,171.392,4.0,434.0,industrial
3100,Prólogo,138706,False,28,Mägo de Oz,Finisterra Ópera Rock,0.223,0.5,7,-6.808,1.0,0.0319,0.0225,0.567,0.192,0.0463,97.546,3.0,222.0,spanish
3101,Niño Bomba,223666,False,37,Plastilina Mosh,Aquamosh,0.73,0.775,1,-8.161,1.0,0.0372,0.000472,0.00188,0.0833,0.491,107.153,4.0,397.0,afrobeat
3102,Lagda Na,137142,False,47,Zaeden;Stunnah Beatz,Lagda Na,0.67,0.587,8,-7.82,1.0,0.0522,0.43,0.0,0.132,0.67,167.873,4.0,384.0,indian
3103,I Am Loco,210533,True,56,Ill Niño,Revolution Revolucion,0.516,0.945,7,-4.202,1.0,0.0979,0.000602,0.0683,0.0841,0.101,174.756,4.0,610.0,industrial
3104,Me Gustaria,226666,True,29,Sayian Jimmy;NicoClear;JOSEPE EL DEMENTE;Nysix Music;Gabo El Chamaquito,Me Gustaria,0.763,0.505,5,-7.493,1.0,0.2,0.302,0.0,0.125,0.408,90.001,4.0,337.0,spanish
3105,Sundress,129098,False,10,Timothy Infinite,Glass Haus,0.644,0.545,6,-7.448,1.0,0.442,0.514,0.864,0.116,0.571,152.399,4.0,324.0,study
3106,Aquela Paz,176960,False,53,Charlie Brown Jr.,Imunidade Musical,0.586,0.487,11,-9.29,1.0,0.0341,0.769,0.0001,0.181,0.693,123.897,5.0,354.0,brazil
3107,Midnight On The Highway,164693,False,30,Hot Rize,Hot Rize,0.658,0.49,5,-12.642,1.0,0.0306,0.548,0.0104,0.328,0.854,125.223,4.0,331.0,bluegrass
3108,Diazepam,217400,False,58,Leiva;Natalia Lafourcade,Cuando Te Muerdes el Labio,0.436,0.46,4,-6.037,1.0,0.0307,0.62,0.0,0.17,0.384,180.124,3.0,646.0,spanish
3109,Gold Dust - Marten Hørger Remix,214687,False,0,DJ Fresh;Marten Hørger,Gold Dust (Marten Hørger Remix),0.696,0.899,0,-3.72,1.0,0.0441,0.00543,0.745,0.122,0.0807,127.993,4.0,450.0,industrial
3110,Co2,163653,False,65,Prateek Kuhad,The Way That Lovers Do,0.533,0.678,1,-5.244,1.0,0.0256,0.663,0.0,0.145,0.683,80.96,4.0,215.0,indian
3111,Dilbara,272169,False,61,Pritam;Abhijeet;Sowmya Raoh;Sameer,Dhoom,0.87,0.747,6,-5.971,1.0,0.118,0.251,0.0,0.0532,0.817,130.032,4.0,577.0,indian
3112,Revoar,271189,False,23,Orquestra Voadora,Revoar,0.413,0.744,3,-9.798,1.0,0.0694,0.24,0.602,0.109,0.963,88.561,4.0,393.0,afrobeat
3113,Only If I Had One More,234800,False,16,Dyewitness,The Classic Collection,0.665,0.951,11,-5.449,1.0,0.0937,0.00436,0.0171,0.255,0.787,164.826,4.0,644.0,happy
3114,La Negra,359045,False,21,Hektombe,La Negra,0.717,0.683,8,-10.197,0.0,0.0433,0.0364,0.00564,0.104,0.594,113.016,4.0,671.0,afrobeat
3115,Jet Lag Blues,182880,False,31,Elephant Revival,Elephant Revival,0.67,0.472,2,-12.537,1.0,0.0318,0.72,0.0116,0.119,0.691,95.111,1.0,280.0,bluegrass
3116,Beyond Space,341159,False,0,Spuntic,Between Green,0.0661,0.28,5,-18.451,1.0,0.0348,0.647,0.93,0.121,0.0389,72.721,4.0,414.0,iranian
3117,"Travels to Sadness, Hate & Depression",473640,True,18,Mutiilation,"Remains of a Ruined, Dead, Cursed Soul",0.164,0.999,8,-6.602,1.0,0.086,0.00934,0.0681,0.218,0.0245,134.93,4.0,978.0,black-metal
3118,My Battery Is Hungry - Original Mix,428341,False,0,Josement,Lush And Love XXII,0.702,0.775,5,-10.667,0.0,0.0525,0.00112,0.918,0.0986,0.209,130.008,4.0,927.0,techno
3119,Fluid Motion,214229,False,0,Spuntic,Foundation,0.196,0.308,4,-15.677,1.0,0.0383,0.804,0.942,0.209,0.0323,66.054,3.0,235.0,iranian
3120,Tranquilizer - Christian Craken Remix,445440,False,40,Oliver Huntemann;Christian Craken,Tranquilizer 2.0,0.846,0.76,9,-7.992,1.0,0.0428,0.00529,0.874,0.106,0.155,124.994,4.0,919.0,techno
3121,Driving Down Silk Road,165268,False,12,"Sarah, the Illstrumentalist",Chasing The Now,0.671,0.672,1,-14.14,0.0,0.0443,0.379,0.895,0.108,0.14,166.97,4.0,455.0,study
3122,安靜了,271280,False,52,S.H.E,我的電臺FM S.H.E,0.595,0.593,0,-5.967,1.0,0.0288,0.634,0.0,0.125,0.357,133.965,4.0,590.0,mandopop
3123,GDFR,190185,False,0,Flo Rida;Sage The Gemini;Lookas,Pushin P - Top Rap,0.657,0.827,5,-4.034,1.0,0.0736,0.000698,0.0053,0.065,0.69,145.887,4.0,454.0,breakbeat
3124,Mary Mary Quite Contrary - Original Mix,43000,False,18,Cameron's Bedtime Classics,Lullabies and Nursery Rhymes,0.797,0.259,5,-15.188,1.0,0.0624,0.921,0.904,0.113,0.476,126.353,4.0,82.0,disney
3125,Skylla,345760,False,8,Kelpe,Ex-Aquarium,0.606,0.624,7,-8.161,1.0,0.0463,0.109,0.852,0.375,0.437,86.024,4.0,492.0,idm
3126,Seek 'N' Strike,267586,True,26,Soulfly,3,0.407,0.986,6,-4.765,1.0,0.164,0.000311,2.25e-06,0.188,0.114,101.436,4.0,450.0,industrial
3127,Rev It Up (feat. Riya),215765,True,21,Krafty Kuts;Dynamite MC;Riya,All 4 Corners,0.807,0.89,5,-4.086,0.0,0.0461,0.0444,0.0,0.43,0.497,130.016,4.0,458.0,breakbeat
3128,Longe de Você,147893,False,48,Limão Com Mel,Talismã,0.696,0.829,5,-8.432,1.0,0.0454,0.0361,2.27e-06,0.125,0.899,91.077,4.0,219.0,forro
3129,bingo,165454,False,45,Don L,Roteiro pra Aïnouz (Vol. 2),0.868,0.676,1,-6.297,1.0,0.107,0.404,3.59e-05,0.0813,0.739,132.015,4.0,357.0,brazil
3130,Deseo,174315,False,5,Timothy Infinite,Cielo,0.872,0.544,10,-7.065,0.0,0.0963,0.197,0.832,0.184,0.363,94.996,4.0,274.0,study
3131,Exile Amongst the Ruins,479763,False,20,Primordial,Exile Amongst the Ruins,0.135,0.782,4,-6.891,0.0,0.0439,0.00269,0.00583,0.251,0.0596,158.152,1.0,1031.0,black-metal
3132,Joy to the World,112466,False,22,Love to Sing,Christmas Songs and Carols,0.806,0.396,0,-6.839,1.0,0.0296,0.533,0.0,0.0639,0.605,109.065,4.0,196.0,disney
3133,Amerikha Expressa,179306,False,31,BaianaSystem,BaianaSystem,0.39,0.661,7,-9.916,1.0,0.0321,0.61,0.726,0.298,0.205,123.257,4.0,407.0,afrobeat
3134,Jar Of Hearts,246146,False,41,Glee Cast,"Glee: The Music, The Complete Season Two",0.277,0.402,5,-5.964,1.0,0.031,0.856,0.0,0.469,0.16,74.193,4.0,298.0,techno
3135,You Can't Tame The Beast!,336200,True,9,Confess,Revenge at All Costs,0.443,0.943,11,-5.945,1.0,0.0813,8.02e-06,0.818,0.148,0.416,99.98,4.0,553.0,iranian
3136,"Mira, Royal Detective (Theme Song)",52711,False,43,"Mira, Royal Detective - Cast","Disney Junior Music: Mira, Royal Detective",0.513,0.781,5,-7.231,0.0,0.535,0.133,0.0,0.179,0.759,187.448,3.0,159.0,disney
3137,Parking Lot,180063,False,22,Chronic Law,Parking Lot,0.571,0.674,8,-5.919,0.0,0.257,0.471,0.0,0.276,0.626,71.084,3.0,212.0,j-dance
3138,Da.vironment,203280,False,0,Proem,Socially Inept,0.485,0.614,1,-16.593,1.0,0.0578,0.189,0.91,0.13,0.337,113.354,4.0,457.0,idm
3139,Vampire Lullaby,85282,False,33,Rob Cantor,Disney Junior Music: Lullabies Vol. 2,0.489,0.148,7,-13.927,1.0,0.0407,0.987,0.962,0.0652,0.315,105.921,3.0,140.0,disney
3140,"Tod dem Biest - aus ""Die Schöne und das Biest""/Deutscher Film-Soundtrack",209400,False,21,Peter Edelmann;Chorus,Die Schöne und das Biest (Deutscher Original Film-Soundtrack),0.499,0.515,2,-16.027,0.0,0.251,0.75,0.0,0.0853,0.494,132.05,4.0,457.0,disney
3141,Never Look Back - Edit,205440,False,57,Boris Brejcha,Never Look Back (Edit),0.883,0.638,0,-7.894,1.0,0.0631,0.000849,0.9,0.0923,0.489,124.998,4.0,424.0,techno
3142,Nothing Left - Journeys By Djs Remix,436628,False,13,Orbital,Nothing Left,0.709,0.623,1,-11.779,1.0,0.0412,0.00166,0.847,0.103,0.566,124.992,4.0,896.0,breakbeat
3143,Incision,281760,False,24,Skinny Puppy,Remission,0.516,0.768,7,-14.219,1.0,0.0612,0.0373,0.0217,0.531,0.563,132.356,4.0,618.0,industrial
3144,Sobreviviré,296293,False,2,Monica Naranjo,Éxitos del Pop en Español de los Años 2000,0.593,0.771,11,-6.522,1.0,0.0338,0.0108,1.83e-05,0.157,0.417,132.101,4.0,649.0,spanish
3145,Bitches #TiH,195077,True,19,Anime,Exterminate,0.454,0.981,1,-3.362,0.0,0.0785,0.00274,0.00173,0.0695,0.5,171.966,4.0,550.0,happy
3146,Sou um Milagre,309533,False,53,Voz da Verdade,Coração Valente,0.573,0.56,7,-7.602,1.0,0.0358,0.722,0.0,0.348,0.25,129.81,4.0,630.0,brazil
3147,Fiel a Mim,442015,False,52,Eyshila,Terremoto,0.351,0.533,7,-5.904,1.0,0.0291,0.634,0.0,0.413,0.266,90.002,4.0,653.0,brazil
3148,Evolui (Bem Aventurados),247560,False,0,OQuadro,OQuadro,0.851,0.772,4,-6.516,0.0,0.136,0.0462,0.0,0.15,0.922,93.521,4.0,375.0,afrobeat
3149,Juggernaut,180594,True,1,Alkaline,Consistency (Through the Years),0.772,0.794,10,-3.22,0.0,0.0674,0.104,0.0,0.638,0.674,101.071,4.0,295.0,j-dance
3150,Empty Spaces,111933,False,27,Mushroomhead,XX,0.302,0.772,4,-4.145,1.0,0.0646,0.00342,0.922,0.437,0.27,106.396,4.0,198.0,industrial
3151,割れたスマホ,246986,False,29,Keyakizaka46,不協和音 (Special Edition),0.507,0.946,5,-4.995,1.0,0.0783,0.0549,0.0,0.139,0.855,156.982,4.0,638.0,j-idol
3152,Pedir Pra Sofrer,150413,False,39,Vitor Fernandes,#REIDOPISEIRO: 2020.1,0.762,0.597,5,-5.653,1.0,0.0421,0.474,0.000292,0.107,0.906,144.016,4.0,360.0,forro
3153,Mass Distraction,454000,False,6,The Breakfastaz,The March / Mass Distraction,0.62,0.831,11,-7.59,1.0,0.0461,0.000413,0.817,0.0619,0.271,137.007,4.0,1024.0,breakbeat
3154,Joghde Shab,48143,False,0,Najand,Spectre of Revolution,0.366,0.641,6,-5.148,1.0,0.045,0.884,0.000308,0.282,0.26,66.431,3.0,52.0,iranian
3155,Acordar Cedo,236466,False,45,Armandinho,Sol Loiro,0.599,0.628,0,-7.821,1.0,0.0282,0.52,1.38e-06,0.13,0.382,82.012,4.0,312.0,brazil
3156,Share,292533,False,4,Jomanda,Someone To Love Me,0.811,0.644,7,-9.144,0.0,0.033,0.117,0.00305,0.303,0.909,105.089,4.0,506.0,chicago-house
3157,Generator,306206,False,48,Dimension,Generator / Beg & Borrow,0.405,0.957,5,-1.318,0.0,0.0627,0.0343,0.142,0.0988,0.0779,173.985,4.0,877.0,industrial
3158,說太多 - 周興哲〔Odyssey~旅程〕巡迴演唱會主題曲,154108,False,48,Eric Chou,說太多 (周興哲〔Odyssey~旅程〕巡迴演唱會主題曲),0.752,0.641,5,-7.688,1.0,0.0573,0.172,0.0,0.109,0.685,135.046,4.0,343.0,mandopop
3159,You’re Not Alone,169041,False,55,Agoria;Blasé,Drift,0.698,0.743,8,-5.507,0.0,0.0353,0.000291,0.417,0.396,0.436,108.019,4.0,299.0,techno
3160,僕はこの海を眺めてる,283960,False,20,STU48,独り言で語るくらいなら<Type B>,0.543,0.824,4,-3.403,0.0,0.0363,0.429,0.0,0.811,0.273,117.995,4.0,547.0,j-idol
3161,Sleep Book - Music Box,136000,False,0,Baby Lullaby,Soft Pillow (lullabies for children and adults),0.456,0.0412,7,-21.039,1.0,0.0929,0.784,0.946,0.266,0.429,110.363,3.0,246.0,sleep
3162,Same Drug,223200,True,25,Cold,13 Ways To Bleed Onstage,0.351,0.857,8,-5.539,1.0,0.0379,4.36e-05,2.68e-05,0.0857,0.382,141.986,4.0,521.0,industrial
3163,"Gilbert, mon chat!",84800,False,31,Caillou,Les chansons de Caillou,0.9,0.472,0,-11.774,1.0,0.091,0.432,2.87e-05,0.0594,0.908,94.998,4.0,129.0,disney
3164,A Sculpture of the Night,209320,True,22,Marduk,Those of the Unlight,0.164,0.985,3,-13.524,1.0,0.0769,0.000356,0.0139,0.345,0.0312,156.844,4.0,533.0,black-metal
3165,Happy Is Voor Hobo's,185733,False,21,Bodylotion,Happy Hardcore Top 100,0.74,0.976,3,-8.183,1.0,0.0781,0.0206,0.14,0.716,0.147,99.997,4.0,274.0,happy
3166,Es war alles am besten,200893,False,23,Jürgen Drews;Howard Carpendale,Das ultimative Jubiläums-Best-Of,0.634,0.549,4,-7.192,1.0,0.0244,0.349,0.0,0.108,0.444,98.004,4.0,320.0,happy
3167,There It Is - Original Mix,256665,False,2,The Prophet,The Hardcore Archive Part 2 (1995 - 1996),0.776,0.972,7,-3.712,1.0,0.136,0.0936,0.629,0.0486,0.226,180.016,4.0,767.0,happy
3168,Ships In The Sky,179666,False,0,Wishbone Ash,Sweet Home Alabama,0.419,0.289,7,-12.532,0.0,0.0283,0.134,0.000757,0.174,0.236,143.901,3.0,425.0,bluegrass
3169,Night Blue Skies,128440,False,45,Midnight Smoothie,Night Blue Skies,0.543,0.602,1,-10.862,1.0,0.0646,0.00768,0.867,0.191,0.527,84.985,4.0,175.0,study
3170,Chorando Se Foi,191413,False,51,Banda Magníficos,A Preferida do Brasil,0.625,0.829,2,-5.54,1.0,0.0619,0.167,0.0,0.391,0.572,132.035,4.0,420.0,forro
3171,With Your Cries,179266,False,22,Front 242,Geography (2004),0.829,0.951,2,-2.663,1.0,0.12,0.323,0.453,0.304,0.239,115.961,4.0,336.0,industrial
3172,Slave of this Soil,252425,False,0,Beshenitar,The Great Wound of History,0.316,0.73,3,-10.557,1.0,0.0334,0.672,0.848,0.139,0.132,99.95,4.0,412.0,iranian
3173,When Life Leads Us to Death - Original Mix,191376,False,0,Chaos Descent,When Life Leads Us to Death,0.188,0.482,0,-5.502,0.0,0.034,0.0415,0.954,0.0724,0.229,159.616,1.0,375.0,iranian
3174,Cursed Unholy,398666,False,18,Inferi,The End of an Era (Rebirth),0.203,0.974,9,-7.629,1.0,0.302,0.00119,0.875,0.104,0.0371,90.119,4.0,695.0,black-metal
3175,裏の裏,300640,False,21,PASSEPIED,裏の裏,0.458,0.922,5,-2.019,0.0,0.0708,0.00277,0.00413,0.101,0.323,153.937,4.0,749.0,j-idol
3176,Perfect World,336986,False,6,Joe Smooth,Promised Land,0.806,0.838,1,-6.7,0.0,0.0477,0.00376,0.867,0.05,0.89,122.6,4.0,681.0,chicago-house
3177,Incised Before I've Ceased,268506,False,23,Hypocrisy,Virus,0.455,0.978,1,-5.072,1.0,0.0895,1.38e-06,0.711,0.211,0.141,100.018,4.0,440.0,black-metal
3178,Bam Bam - Benny Page & Deekline Remix - Mixed,120685,False,16,Deekline;Ed Solo;Benny Page,Junglist Workout (DJ Mix),0.871,0.719,5,-6.124,1.0,0.0508,0.115,0.0,0.281,0.249,87.503,4.0,175.0,breakbeat
3179,Moja Ratyzbona,258447,False,19,Gruzja,I iść dalej,0.182,0.981,2,-3.966,1.0,0.0893,0.00889,0.0,0.715,0.0563,109.098,3.0,393.0,black-metal
3180,Estações,167850,False,49,Jessé Aguiar;Misaias Oliveira,Estações,0.647,0.69,4,-6.568,0.0,0.0413,0.237,0.0,0.351,0.521,118.963,4.0,324.0,brazil
3181,"Mother Knows Best - From ""Tangled""/Soundtrack Version",190440,False,66,Donna Murphy,Tangled,0.403,0.259,5,-11.371,1.0,0.166,0.829,1.61e-06,0.0451,0.473,69.283,4.0,283.0,disney
3182,We Are The People (feat. Bono & The Edge) - Official UEFA EURO 2020 Song,217000,False,64,Martin Garrix;Bono;The Edge,We Are The People (feat. Bono & The Edge) [Official UEFA EURO 2020 Song],0.66,0.733,0,-4.619,1.0,0.0359,0.248,8.96e-06,0.17,0.304,119.933,4.0,430.0,chicago-house
3183,Isabela la perfecta,80693,False,21,Germaine Franco,Encanto: La fantastique famille Madrigal (Bande Originale Française du Film),0.451,0.0635,2,-26.904,1.0,0.0331,0.629,0.908,0.136,0.259,103.29,4.0,133.0,disney
3184,Soothing Baby Lullabies,139371,False,32,Baby Sleep Music;Baby Lullaby;Monarch Baby Lullaby Institute,"Baby Sleep Music: Soothing Baby Lullaby Music For Babies, Sleep Aid and Sleeping Music",0.0934,0.00954,0,-31.129,1.0,0.049,0.994,0.97,0.0832,0.0427,166.642,3.0,308.0,sleep
3185,Landscapes of A Blind Man,315000,False,5,Saint Abdullah,Mechanical Flirtations,0.183,0.326,0,-10.735,1.0,0.0381,1.23e-05,0.111,0.826,0.031,111.3,4.0,579.0,iranian
3186,Peach Sky,124235,False,47,Kelly Kane,Echo Cliff,0.497,0.287,9,-13.128,0.0,0.0331,0.641,0.899,0.117,0.205,84.935,4.0,174.0,study
3187,Agar Mai Hota Bhagwan,215024,True,39,Nazz,Agar Mai Hota Bhagwan,0.771,0.548,11,-10.241,1.0,0.127,0.46,0.0,0.151,0.571,152.981,4.0,544.0,indian
3188,Penguin Offering Peanuts,116120,False,20,Ilkae,Pistachio Island,0.797,0.772,3,-10.13,1.0,0.12,0.205,0.825,0.0988,0.49,148.896,5.0,288.0,idm
3189,The Ones You Left Behind,256252,False,18,Darkthrone,The Underground Resistance,0.244,0.985,0,-3.545,1.0,0.0978,8.51e-06,0.253,0.102,0.195,71.249,4.0,302.0,black-metal
3190,Careless Love,231786,False,38,Madeleine Peyroux,Careless Love,0.701,0.419,1,-9.912,1.0,0.0397,0.828,0.0368,0.112,0.327,108.244,4.0,410.0,j-dance
3191,Funk Makes You Move,242857,False,0,Fast Eddie,Jack to the Sound,0.755,0.947,7,-7.98,1.0,0.0447,0.000167,0.847,0.0431,0.576,126.052,4.0,504.0,chicago-house
3192,Cabeça Voando (Versão Grave),185585,False,35,Os Barões Da Pisadinha,Paredão Explode,0.683,0.765,1,-9.362,1.0,0.0412,0.0124,0.000454,0.21,0.666,172.049,4.0,528.0,forro
3193,Soldado de Plomo,214872,False,31,ZPU,Soldado de Plomo,0.636,0.83,0,-7.964,1.0,0.223,0.697,0.0,0.133,0.718,99.596,4.0,354.0,spanish
3194,Lucy Dreamer,92500,False,39,Crate Diggers,Luscious,0.685,0.377,0,-12.374,0.0,0.348,0.542,0.788,0.131,0.597,84.136,4.0,129.0,study
3195,O Último Bar,187333,False,45,Matanza,Música para Beber e Brigar,0.455,0.974,9,-2.6,1.0,0.0486,0.00341,0.0,0.157,0.817,167.934,4.0,523.0,brazil
3196,Schlafmittel,168000,False,58,Felix Hertzog,Schlafmittel,0.152,0.012,0,-34.256,1.0,0.0458,0.938,0.805,0.101,0.0939,68.978,3.0,187.0,sleep
3197,Ecstasy - Morten Granau Remix,350487,False,52,ATB;Morten Granau,Ecstasy (Morten Granau Remix),0.687,0.851,6,-7.485,0.0,0.0418,0.321,0.502,0.228,0.548,137.991,4.0,798.0,techno
3198,Whoomps!,178213,False,24,Dj Gizmo;The Darkraver,Happy Hardcore Top 100,0.625,0.87,7,-5.845,1.0,0.072,0.000301,0.604,0.0899,0.399,169.815,4.0,504.0,happy
3199,Psalm 34 (Taste and See),326652,False,51,Shane & Shane,"Psalms, Vol. 2",0.557,0.393,2,-8.304,1.0,0.0331,0.11,0.0,0.38,0.238,114.048,4.0,606.0,brazil
3200,Maskierungsgeräusch für besseren Schlaf,181356,False,53,Weißes Rauschen HD,Weißer Lärm Baby Schlaf (Meeresrauschen),0.0693,0.231,2,-16.819,0.0,0.055,0.789,0.973,0.833,1e-05,77.85,4.0,229.0,sleep
3201,Otoño,348000,False,16,Orbital,The Middle of Nowhere,0.544,0.851,1,-9.221,1.0,0.0365,4.16e-06,0.756,0.062,0.369,124.993,4.0,721.0,breakbeat
3202,Erro Planejado,183144,False,0,Rafinha o Big Love,É Bom de Verdade,0.809,0.681,7,-4.46,1.0,0.0477,0.65,0.0,0.197,0.625,141.84,4.0,425.0,forro
3203,Unholy Water,204826,False,22,Sister Sadie,Sister Sadie,0.461,0.575,0,-7.044,1.0,0.0302,0.754,0.0434,0.315,0.614,175.763,4.0,582.0,bluegrass
3204,Escondido Dos Seus Pais,158432,False,48,Os Barões Da Pisadinha,Batom de Ouro,0.769,0.797,11,-6.07,0.0,0.0641,0.604,0.0,0.0543,0.944,171.985,4.0,454.0,forro
3205,Me dá o Poder de Filho,221506,False,50,Marcelo Aguiar,Mais de Mil Razões,0.614,0.368,7,-7.507,1.0,0.0366,0.777,0.0,0.0911,0.346,119.873,4.0,421.0,brazil
3206,Ninguém Gosta de Se Sentir Só,190400,False,39,Tim Maia,Nuvens,0.777,0.719,11,-6.701,1.0,0.0391,0.355,0.0,0.107,0.777,113.877,4.0,358.0,brazil
3207,Sleep Sounds (Serenity White Noise),205264,False,30,White Noise Nature Sounds Baby Sleep,"White Noise Nature Sounds Baby Sleep: Nature Sleep Music, Delta Waves Sleep Aids, Serenity White Noise Relaxation and Lullabies Baby Sleeping Sounds",0.206,0.198,5,-19.292,1.0,0.0395,0.945,0.971,0.0782,0.0364,63.648,4.0,208.0,sleep
3208,A Greater Pattern - Mix Cut,106880,False,11,Ben Lukas Boysen;Sebastian Plano,Balance 030 (Mixed Version),0.109,0.495,1,-15.679,1.0,0.105,0.876,0.0665,0.368,0.0308,76.799,4.0,135.0,idm
3209,Can't Stand the Fire,335041,False,26,Fritz Kalkbrenner,Sick Travellin',0.714,0.418,2,-14.844,1.0,0.0482,0.0316,0.818,0.131,0.0393,123.009,4.0,675.0,techno
3210,HET DEED PIJN,259578,False,14,Noisekick;Paranoizer,TERRORDRANG,0.451,0.967,6,-5.422,0.0,0.106,0.00217,0.0145,0.373,0.581,137.568,4.0,593.0,happy
3211,Flight of Thought and Memory,382040,False,17,Enslaved,Utgard,0.367,0.896,1,-9.217,1.0,0.0969,0.00219,0.0937,0.364,0.102,159.935,1.0,998.0,black-metal
3212,Koi Gham Nahi,171849,False,52,Epr Iyer,Koi Gham Nahi,0.551,0.661,11,-7.304,1.0,0.14,0.499,0.0,0.174,0.469,160.005,4.0,456.0,indian
3213,Chandamama,166958,False,47,Ritviz,Mimmi,0.661,0.374,9,-7.561,1.0,0.0605,0.0171,0.0,0.0938,0.349,92.011,3.0,252.0,indian
